Title,Authors,Journal,Publication date,Research area,Cell Line,Cell Type,Species,Analyzer,XF Assay,Plate Reader Assay,Seeding density,Plate coating
ING5-mediated antineuroblastoma effects of suberoylanilide hydroxamic acid,"J. C. Wu, H. M. Jiang, X. H. Yang and H. C. Zheng",Cancer Med,Jun 4 2018 12:00 AM,Neurobiology Research,SH-SY5Y,Neuronal Cells,Human,24,Cell Mitochondrial Stress Test,,2.0 x10^4 cells/well,Not Specified
ING5-mediated antineuroblastoma effects of suberoylanilide hydroxamic acid,"J. C. Wu, H. M. Jiang, X. H. Yang and H. C. Zheng",Cancer Med,Jun 4 2018 12:00 AM,Cancer Research,SH-SY5Y,Neuronal Cells,Human,24,Cell Mitochondrial Stress Test,,2.0 x10^4 cells/well,Not Specified
ING5-mediated antineuroblastoma effects of suberoylanilide hydroxamic acid,"J. C. Wu, H. M. Jiang, X. H. Yang and H. C. Zheng",Cancer Med,Jun 4 2018 12:00 AM,Neurobiology Research,SH-SY5Y,Neuronal Cells,Human,24,Glycolysis Stress Test,,2.0 x10^4 cells/well,Not Specified
ING5-mediated antineuroblastoma effects of suberoylanilide hydroxamic acid,"J. C. Wu, H. M. Jiang, X. H. Yang and H. C. Zheng",Cancer Med,Jun 4 2018 12:00 AM,Cancer Research,SH-SY5Y,Neuronal Cells,Human,24,Glycolysis Stress Test,,2.0 x10^4 cells/well,Not Specified
Inhaled Carbon Monoxide Protects against the Development of Shock and Mitochondrial Injury following Hemorrhage and Resuscitation,"Gomez H, Kautza B, Escobar D, Nassour I, Luciano J, Botero AM, Gordon L, Martinez S, Holder A, Ogundele O, Loughran P, Rosengart MR, Pinsky M, Shiva S, Zuckerbraun BS",PLoS One,Sep 1 2015 12:00 AM,Cell Physiology Research,Platelets,Platelets,Pig,24,Substrate utilization,,Not Specified,Not Specified
Inhaled Carbon Monoxide Protects against the Development of Shock and Mitochondrial Injury following Hemorrhage and Resuscitation,"Gomez H, Kautza B, Escobar D, Nassour I, Luciano J, Botero AM, Gordon L, Martinez S, Holder A, Ogundele O, Loughran P, Rosengart MR, Pinsky M, Shiva S, Zuckerbraun BS",PLoS One,Sep 1 2015 12:00 AM,Cell Physiology Research,Hepatocytes,Hepatocytes,Mouse,24,Basal Metabolic Assay,,Not Specified,Not Specified
"Inhaled, nebulized sodium nitrite protects in murine and porcine experimental models of hemorrhagic shock and resuscitation by limiting mitochondrial injury","Kautza B, Gomez H, Escobar D, Corey C, Ataya B, Luciano J, Botero AM, Gordon L, Brumfield J, Martinez S, Holder A, Ogundele O, Pinsky M, Shiva S, Zuckerbraun BS",Nitric Oxide,Sep 1 2015 12:00 AM,Cell Physiology Research,Hepatocytes,Hepatocytes,Mouse,24,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
"Inhaled, nebulized sodium nitrite protects in murine and porcine experimental models of hemorrhagic shock and resuscitation by limiting mitochondrial injury","Kautza B, Gomez H, Escobar D, Corey C, Ataya B, Luciano J, Botero AM, Gordon L, Brumfield J, Martinez S, Holder A, Ogundele O, Pinsky M, Shiva S, Zuckerbraun BS",Nitric Oxide,Sep 1 2015 12:00 AM,Cell Physiology Research,Platelets,Platelets,Pig,24,Substrate utilization,,Not Specified,Not Specified
"Inherited mitochondrial DNA variants can affect complement, inflammation and apoptosis pathways: insights into mitochondrial-nuclear interactions","Cristina Kenney M, Chwa M, Atilano SR, Falatoonzadeh P, Ramirez C, Malik D, Tarek M, C�ceres-del-Carpio J, Nesburn AB, Boyer DS, Kuppermann BD, Vawter M, Jazwinski SM, Miceli M, Wallace DC, Udar N",Hum Mol Genet,Jul 1 2014 12:00 AM,Cell Physiology Research,Cybrid,Cytoplasmic hybrid,Human,24,Cell Mitochondrial Stress Test,,3.0x10^4 cells/well,Not Specified
Inhibiting c-Jun N-terminal kinase partially attenuates caffeinedependent cell death without alleviating the caffeine-induced reduction in mitochondrial respiration in C2C12 skeletal myotubes,"Downs RM, Hughes MA, Kinsey ST, Johnson MC, Baumgarner BL",Biochemical and Biophysical Research Communications,Oct 1 2016 12:00 AM,Cardiovascular Research,C2C12,Myoblasts,Mouse,XFp,Cell Mitochondrial Stress Test,,,
Inhibiting Oxidative Phosphorylation In Vivo Restrains Th17 Effector Responses and Ameliorates Murine Colitis,"Franchi L, Monteleone I, Hao LY, Spahr MA, Zhao W, Liu X, Demock K, Kulkarni A, Lesch CA, Sanchez B, Carter L, Marafini I, Hu X, Mashadova O, Yuan M, Asara JM, Singh H, Lyssiotis CA, Monteleone G, Opipari AWGlick GD",J Immunol,Feb 27 2017 12:00 AM,Drug Discovery,Th17,Immune Cells,Mouse,24,Cell Mitochondrial Stress Test,,7.0 x10^5 cells/well,poly-D-lysine
Inhibiting Oxidative Phosphorylation In Vivo Restrains Th17 Effector Responses and Ameliorates Murine Colitis,"Franchi L, Monteleone I, Hao LY, Spahr MA, Zhao W, Liu X, Demock K, Kulkarni A, Lesch CA, Sanchez B, Carter L, Marafini I, Hu X, Mashadova O, Yuan M, Asara JM, Singh H, Lyssiotis CA, Monteleone G, Opipari AWGlick GD",J Immunol,Feb 27 2017 12:00 AM,Immunology Research,Th17,Immune Cells,Mouse,24,Cell Mitochondrial Stress Test,,7.0 x10^5 cells/well,poly-D-lysine
Inhibiting prenylation augments chemotherapy efficacy in renal cell carcinoma through dual inhibition on mitochondrial respiration and glycolysis,"Huang J, Yang X, Peng XHuang W",Biochem Biophys Res Commun,Sep 22 2017 12:00 AM,Cancer Research,SW-839,Renal Cell Carcinoma,Human,24,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
Inhibiting prenylation augments chemotherapy efficacy in renal cell carcinoma through dual inhibition on mitochondrial respiration and glycolysis,"Huang J, Yang X, Peng XHuang W",Biochem Biophys Res Commun,Sep 22 2017 12:00 AM,Cancer Research,786-O,Renal Cell Carcinoma,Human,24,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
Inhibiting epigenetic enzymes to improve atherogenic macrophage functions,"Van den Bossche J, Neele AE, Hoeksema MA, de Heij F, Boshuizen MC, van der Velden S, de Boer VC, Reedquist KA, de Winther MP",Biochem Biophys Res Commun,Dec 1 2014 12:00 AM,Immunology Research,Bone Marrow-Derived Macrophages (BMDM),Immune Cells,Human,96,Substrate utilization,,Not Specified,Not Specified
Inhibiting epigenetic enzymes to improve atherogenic macrophage functions,"Van den Bossche J, Neele AE, Hoeksema MA, de Heij F, Boshuizen MC, van der Velden S, de Boer VC, Reedquist KA, de Winther MP",Biochem Biophys Res Commun,Dec 1 2014 12:00 AM,Cardiovascular Research,Bone Marrow-Derived Macrophages (BMDM),Immune Cells,Human,96,Substrate utilization,,Not Specified,Not Specified
Inhibition of AKT signaling uncouples T cell differentiation from expansion for receptor-engineered adoptive immunotherapy,"C. A. Klebanoff, J. G. Crompton, A. J. Leonardi, T. N. Yamamoto, S. S. Chandran, R. L. Eil, M. Sukumar, S. K. Vodnala, J. Hu, Y. Ji, D. Clever, M. A. Black, D. Gurusamy, M. J. Kruhlak, P. Jin, D. F. Stroncek, L. Gattinoni, S. A. Feldman and N. P. Restifo",JCI Insight,Dec 7 2017 12:00 AM,Immunology Research,T-cells,T-cells,Human,96,Basal Metabolic Assay,,Not Specified,Not Specified
Inhibition of AKT signaling uncouples T cell differentiation from expansion for receptor-engineered adoptive immunotherapy,"C. A. Klebanoff, J. G. Crompton, A. J. Leonardi, T. N. Yamamoto, S. S. Chandran, R. L. Eil, M. Sukumar, S. K. Vodnala, J. Hu, Y. Ji, D. Clever, M. A. Black, D. Gurusamy, M. J. Kruhlak, P. Jin, D. F. Stroncek, L. Gattinoni, S. A. Feldman and N. P. Restifo",JCI Insight,Dec 7 2017 12:00 AM,Cancer Research,T-cells,T-cells,Human,96,Basal Metabolic Assay,,Not Specified,Not Specified
Inhibition of AKT signaling uncouples T cell differentiation from expansion for receptor-engineered adoptive immunotherapy,"C. A. Klebanoff, J. G. Crompton, A. J. Leonardi, T. N. Yamamoto, S. S. Chandran, R. L. Eil, M. Sukumar, S. K. Vodnala, J. Hu, Y. Ji, D. Clever, M. A. Black, D. Gurusamy, M. J. Kruhlak, P. Jin, D. F. Stroncek, L. Gattinoni, S. A. Feldman and N. P. Restifo",JCI Insight,Dec 7 2017 12:00 AM,Omics,T-cells,T-cells,Human,96,Basal Metabolic Assay,,Not Specified,Not Specified
Inhibition of aldehyde dehydrogenase 1 enhances the cytotoxic effect of retinaldehyde on A549 cancer cells,J. Park,,Nov 21 2017 12:00 AM,Cancer Research,A549,Lung cancer cells,Human,24,Cell Mitochondrial Stress Test,,2.0 x10^4 cells/well,Not Specified
Inhibition of AMPK and Krebs cycle gene expression drives metabolic remodeling of Pten-deficient preneoplastic thyroid cells,"Antico Arciuch VG, Russo MA, Kang KS, Di Cristofano A.",Cancer Res,Sep 1 2013 12:00 AM,Cancer Research,Thyroid follicles,Thyroid follicles,Mouse,24,Cell Mitochondrial Stress Test with additional injection,,Not Specified,Not Specified
Inhibition of an NAD+ salvage pathway provides efficient and selective toxicity to human pluripotent stem cells,"Kropp EM, Oleson BJ, Broniowska KA, Bhattacharya S, Chadwick AC, Diers AR, Hu Q, Sahoo D, Hogg N, Boheler KR, Corbett JA, Gundry RL",Stem Cells Transl Med,May 1 2015 12:00 AM,Stem Cell Biology,iPSC,Stem cells,Human,24,Basal Metabolic Assay,,6.0 x10^4 cells/well,Not Specified
Inhibition of autophagy enhances the selective anti-cancer activity of tigecycline to overcome drug resistance in the treatment of chronic myeloid leukemia,"Lu Z, Xu N, He B, Pan C, Lan Y, Zhou HLiu X",J Exp Clin Cancer Res,Mar 10 2017 12:00 AM,Cancer Research,KBM5,Leukemia cells,Human,24,Cell Mitochondrial Stress Test,,2.5 x10^5 cells/well,Cell-Tak
Inhibition of autophagy enhances the selective anti-cancer activity of tigecycline to overcome drug resistance in the treatment of chronic myeloid leukemia,"Lu Z, Xu N, He B, Pan C, Lan Y, Zhou HLiu X",J Exp Clin Cancer Res,Mar 10 2017 12:00 AM,Cancer Research,KBM5,Leukemia cells,Human,24,Glycolysis Stress Test,,2.5 x10^5 cells/well,Cell-Tak
Inhibition of Bcl-2/Bcl-xL and c-MET causes synthetic lethality in model systems of glioblastoma,"Y. Zhang, C. T. Ishida, C. Shu, G. Kleiner, M. J. Sanchez-Quintero, E. Bianchetti, C. M. Quinzii, M. A. Westhoff, G. Karpel-Massler and M. D. Siegelin",Sci Rep,May 9 2018 12:00 AM,Cancer Research,LN229,Glioma,Human,24,Cell Mitochondrial Stress Test,,4.0 x10^4 cells/well,Not Specified
Inhibition of Bcl-2/Bcl-xL and c-MET causes synthetic lethality in model systems of glioblastoma,"Y. Zhang, C. T. Ishida, C. Shu, G. Kleiner, M. J. Sanchez-Quintero, E. Bianchetti, C. M. Quinzii, M. A. Westhoff, G. Karpel-Massler and M. D. Siegelin",Sci Rep,May 9 2018 12:00 AM,Immunology Research,LN229,Glioma,Human,24,Cell Mitochondrial Stress Test,,4.0 x10^4 cells/well,Not Specified
Inhibition of Bcl-2/Bcl-xL and c-MET causes synthetic lethality in model systems of glioblastoma,"Y. Zhang, C. T. Ishida, C. Shu, G. Kleiner, M. J. Sanchez-Quintero, E. Bianchetti, C. M. Quinzii, M. A. Westhoff, G. Karpel-Massler and M. D. Siegelin",Sci Rep,May 9 2018 12:00 AM,Drug Discovery,LN229,Glioma,Human,24,Cell Mitochondrial Stress Test,,4.0 x10^4 cells/well,Not Specified
Inhibition of Cancer Cell Migration by Gold Nanorods: Molecular Mechanisms and Implications for Cancer Therapy,"Zhou T, Yu M, Zhang B, Wang L, Wu X, Zhou H, Du Y, Hao J, Tu Y, Chen C and Wei T",Adv Funct Mater,Sep 1 2014 12:00 AM,Cancer Research,MDA-MB-231,Breast Cancer Cells,Human,24,Cell Mitochondrial Stress Test,,2.0x10^4 cells/well,Not Specified
Inhibition of Cancer Cell Migration by Gold Nanorods: Molecular Mechanisms and Implications for Cancer Therapy,"Zhou T, Yu M, Zhang B, Wang L, Wu X, Zhou H, Du Y, Hao J, Tu Y, Chen C and Wei T",Adv Funct Mater,Sep 1 2014 12:00 AM,Cancer Research,PC3,Prostate Carcinoma cells,Human,24,Cell Mitochondrial Stress Test,,2.0x10^4 cells/well,Not Specified
Inhibition of Cancer Cell Migration by Gold Nanorods: Molecular Mechanisms and Implications for Cancer Therapy,"Zhou T, Yu M, Zhang B, Wang L, Wu X, Zhou H, Du Y, Hao J, Tu Y, Chen C and Wei T",Adv Funct Mater,Sep 1 2014 12:00 AM,Cancer Research,B16-F10,Melanoma cell,Mouse,24,Cell Mitochondrial Stress Test,,2.0x10^4 cells/well,Not Specified
Inhibition of fatty acid desaturation is detrimental to cancer cell survival in metabolically compromised environments,"Peck B, Schug ZT, Zhang Q, Dankworth B, Jones DT, Smethurst E, Patel R, Mason S, Jiang M, Saunders R, Howell M, Mitter R, Spencer-Dene B, Stamp G, McGarry L, James D, Shanks E, Aboagye EO, Critchlow SE, Leung HY, Harris AL, Wakelam MJ, Gottlieb E, Schulze",Cancer Metab,Apr 1 2016 12:00 AM,Drug Discovery,DU 145,Prostate Carcinoma cells,Human,96,Substrate utilization,,Not Specified,Not Specified
Inhibition of fatty acid desaturation is detrimental to cancer cell survival in metabolically compromised environments,"Peck B, Schug ZT, Zhang Q, Dankworth B, Jones DT, Smethurst E, Patel R, Mason S, Jiang M, Saunders R, Howell M, Mitter R, Spencer-Dene B, Stamp G, McGarry L, James D, Shanks E, Aboagye EO, Critchlow SE, Leung HY, Harris AL, Wakelam MJ, Gottlieb E, Schulze",Cancer Metab,Apr 1 2016 12:00 AM,Cancer Research,DU 145,Prostate Carcinoma cells,Human,96,Substrate utilization,,Not Specified,Not Specified
Inhibition of fatty acid desaturation is detrimental to cancer cell survival in metabolically compromised environments,"Peck B, Schug ZT, Zhang Q, Dankworth B, Jones DT, Smethurst E, Patel R, Mason S, Jiang M, Saunders R, Howell M, Mitter R, Spencer-Dene B, Stamp G, McGarry L, James D, Shanks E, Aboagye EO, Critchlow SE, Leung HY, Harris AL, Wakelam MJ, Gottlieb E, Schulze",Cancer Metab,Apr 1 2016 12:00 AM,Cancer Research,MDA-MB-468,Breast Cancer Cells,Human,96,Substrate utilization,,Not Specified,Not Specified
Inhibition of Fatty Acid Oxidation Modulates Immunosuppressive Functions of Myeloid-Derived Suppressor Cells and Enhances Cancer Therapies,"Hossain F, Al-Khami AA, Wyczechowska D, Hernandez C, Zheng L, Reiss K, Valle LD, Trillo-Tinoco J, Maj T, Zou W, Rodriguez PC, Ochoa AC",Cancer Immunol Res,Nov 1 2015 12:00 AM,Cancer Research,T-cells,T-cells,Human,24,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
Inhibition of Fatty Acid Oxidation Modulates Immunosuppressive Functions of Myeloid-Derived Suppressor Cells and Enhances Cancer Therapies,"Hossain F, Al-Khami AA, Wyczechowska D, Hernandez C, Zheng L, Reiss K, Valle LD, Trillo-Tinoco J, Maj T, Zou W, Rodriguez PC, Ochoa AC",Cancer Immunol Res,Nov 1 2015 12:00 AM,Cancer Research,T-cells,T-cells,Human,24,Fatty Acid Oxidation,,Not Specified,Not Specified
Inhibition of Fatty Acid Oxidation Modulates Immunosuppressive Functions of Myeloid-Derived Suppressor Cells and Enhances Cancer Therapies,"Hossain F, Al-Khami AA, Wyczechowska D, Hernandez C, Zheng L, Reiss K, Valle LD, Trillo-Tinoco J, Maj T, Zou W, Rodriguez PC, Ochoa AC",Cancer Immunol Res,Nov 1 2015 12:00 AM,Cancer Research,T-cells,T-cells,Human,24,Glycolysis Stress Test,,Not Specified,Not Specified
Inhibition of galectin-3 ameliorates the consequences of cardiac lipotoxicity in a rat model of diet-induced obesity,"G. Marin-Royo, I. Gallardo, E. Martinez-Martinez, B. Gutierrez, R. Jurado-Lopez, N. Lopez-Andres, J. Gutierrez-Tenorio, E. Rial, M. A. V. Bartolome, M. L. Nieto and V. Cachofeiro",Dis Model Mech,Feb 5 2018 12:00 AM,Cardiovascular Research,H9c2,Cardiac Cells,Rat,24-Mar,Cell Mitochondrial Stress Test,,4.0 x10^4 cells/well,Not Specified
Inhibition of galectin-3 ameliorates the consequences of cardiac lipotoxicity in a rat model of diet-induced obesity,"G. Marin-Royo, I. Gallardo, E. Martinez-Martinez, B. Gutierrez, R. Jurado-Lopez, N. Lopez-Andres, J. Gutierrez-Tenorio, E. Rial, M. A. V. Bartolome, M. L. Nieto and V. Cachofeiro",Dis Model Mech,Feb 5 2018 12:00 AM,"Obesity, Diabetes, & Metabolic Disorders",H9c2,Cardiac Cells,Rat,24-Mar,Cell Mitochondrial Stress Test,,4.0 x10^4 cells/well,Not Specified
Inhibition of Glut1 by WZB117 sensitizes radioresistant breast cancer cells to irradiation,"Zhao F, Ming J, Zhou Y, Fan L",Cancer Chemother Pharmacol,Mar 1 2016 12:00 AM,Cancer Research,MCF-7,Breast Cancer Cells,Human,96,Basal Metabolic Assay,,1.0 x10^5 cells/well,Not Specified
Inhibition of Glut1 by WZB117 sensitizes radioresistant breast cancer cells to irradiation,"Zhao F, Ming J, Zhou Y, Fan L",Cancer Chemother Pharmacol,Mar 1 2016 12:00 AM,Cancer Research,MDA-MB-231,Breast Cancer Cells,Human,96,Basal Metabolic Assay,,1.0 x10^5 cells/well,Not Specified
Inhibition of G-protein-coupled receptor kinase 2 prevents the dysfunctional cardiac substrate metabolism in fatty acid synthase-transgenic mice,"Abd Alla J, Graemer M, Fu X, Quitterer U",J Biol Chem,Dec 1 2015 12:00 AM,Cardiovascular Research,Cardiomyocytes,Cardiac Cells,Mouse,24,Fatty Acid Oxidation,,1.0 x10^4 cells/well,Cell-Tak
Inhibition of G-protein-coupled receptor kinase 2 prevents the dysfunctional cardiac substrate metabolism in fatty acid synthase-transgenic mice,"Abd Alla J, Graemer M, Fu X, Quitterer U",J Biol Chem,Dec 1 2015 12:00 AM,Cardiovascular Research,Cardiomyocytes,Cardiac Cells,Mouse,24,Glucose Utilization,,1.0 x10^4 cells/well,Cell-Tak
Inhibition of G-protein-coupled receptor kinase 2 prevents the dysfunctional cardiac substrate metabolism in fatty acid synthase-transgenic mice,"Abd Alla J, Graemer M, Fu X, Quitterer U",J Biol Chem,Dec 1 2015 12:00 AM,Cardiovascular Research,Cardiomyocytes,Cardiac Cells,Mouse,24,Substrate utilization,,1.0 x10^4 cells/well,Cell-Tak
Inhibition of hepatic lipogenesis enhances liver tumorigenesis by increasing antioxidant defence and promoting cell survival,"Nelson ME, Lahiri S, Chow JD, Byrne FL, Hargett SR, Breen DS, Olzomer EM, Wu LE, Cooney GJ, Turner N, James DE, Slack-Davis JK, Lackner C, Caldwell SHHoehn KL",Nat Commun,Mar 14 2017 12:00 AM,Toxicology Research,HepG2,Hepatocarcinoma Cells,Human,24,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
Inhibition of hepatic lipogenesis enhances liver tumorigenesis by increasing antioxidant defence and promoting cell survival,"Nelson ME, Lahiri S, Chow JD, Byrne FL, Hargett SR, Breen DS, Olzomer EM, Wu LE, Cooney GJ, Turner N, James DE, Slack-Davis JK, Lackner C, Caldwell SHHoehn KL",Nat Commun,Mar 14 2017 12:00 AM,Cancer Research,HepG2,Hepatocarcinoma Cells,Human,24,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
Inhibition of HIF-prolyl-4-hydroxylases prevents mitochondrial impairment and cell death in a model of neuronal oxytosis,"Neitemeier S, Dolga AM, Honrath B, Karuppagounder SS, Alim I, Ratan RR, Culmsee C",Cell Death Dis,May 1 2016 12:00 AM,Neurobiology Research,HT-22,Neuronal Cells,Mouse,96,Cell Mitochondrial Stress Test,,8.0 x10^3 cells/well,Not Specified
Inhibition of Isoprenylcysteine carboxylmethyltransferase induces cell cycle arrest and apoptosis through p21 and p21-regulated BNIP3 induction in pancreatic cancer,"Manu KA, Chai TF, Teh JT, Zhu WL, Casey PJWang M",Mol Cancer Ther,Feb 6 2017 12:00 AM,Cancer Research,Aspc-1,Pancreatic Cancer Cells,Human,24,Cell Mitochondrial Stress Test,,Not Specified,Not Specified
Inhibition of macrophage fatty acid _-oxidation exacerbates palmitate-induced inflammatory and endoplasmic reticulum stress responses,"Namgaladze D, Lips S, Leiker TJ, Murphy RC, Ekroos K, Ferreiros N, Geisslinger G, Br�ne B.",Diabetologia,May 1 2014 12:00 AM,Immunology Research,THP-1,Leukemia cells,Human,96,Fatty Acid Oxidation,,7.5x10^4 cells/well,Not Specified
Inhibition of MCU forces extramitochondrial adaptations governing physiological and pathological stress responses in heart,"Rasmussen TP, Wu Y, Joiner MA, Koval OM, Wilson NR, Luczak ED, Wang Q, Chen B, Gao Z, Zhu Z, Wagner BA, Soto J, McCormick ML, Kutschke W, Weiss RM, Yu L, Boudreau RL, Abel ED, Zhan F, Spitz DR, Buettner GR, Song LS, Zingman LV, Anderson ME",Proc Natl Acad Sci U S A,Jul 1 2015 12:00 AM,Cardiovascular Research,Isolated Mitochondria [heart],Isolated mitochondria,Mouse,96,Mitochondrial Respiratory Complex Assay,,0.5 ug/well,Not Specified
Inhibition of Mitochondrial Clearance and Cu/Zn-SOD Activity Enhance 6-Hydroxydopamine-Induced Neuronal Apoptosis,"S. In, C. W. Hong, B. Choi, B. G. Jang and M. J. Kim",Mol Neurobiol,Jan 29 2016 12:00 AM,Neurobiology Research,Neuro2a,Neuroblastoma,Mouse,Plate Reader,,MitoXpress Xtra Oxygen Consumption Assay,8.0 x10^3 cells/well,Not Specified
