State,Jurisdiction,A.O. Number,Judge,Prosecutor,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
MASSACHUSETTS,MIDDLESEX,2017-2,"PIERCE,","RYAN,",DRUGS - ILLEGAL,WC,D,03/22/2017,15,0,15,INSTALLED AND USED,4,,,,1,,,2,0,0,0,0,0,,
MASSACHUSETTS,MIDDLESEX,2017-3,"KRUPP,","RYAN,",DRUGS - ILLEGAL,WC,D,06/12/2017,15,0,15,INSTALLED AND USED,12,142,,"1,707",975,,,2,0,0,0,0,0,,
MASSACHUSETTS,MIDDLESEX,2017-4,"BILLINGS,","RYAN,",DRUGS - ILLEGAL,"WC,TX",D,04/07/2017,15,2,45,INSTALLED AND USED,,,,,,,,,,,,,,,
MASSACHUSETTS,MIDDLESEX,2017-5,"BILLINGS,","RYAN,",DRUGS - ILLEGAL,"WC,TX",D,04/20/2017,15,1,30,INSTALLED AND USED,,,,,,,,,,,,,,,
MASSACHUSETTS,MIDDLESEX,2017-6,"BILLINGS,","RYAN,",DRUGS - ILLEGAL,"WC,TX",D,05/06/2017,15,1,30,INSTALLED AND USED,,,,,,,,,,,,,,,
MASSACHUSETTS,MIDDLESEX,2017-7,"BILLINGS,","RYAN,",DRUGS - ILLEGAL,"WC,TX",D,05/09/2017,15,2,45,INSTALLED AND USED,,,,,,,,,,,,,,,
MASSACHUSETTS,MIDDLESEX,2017-8,"BILLINGS,","RYAN,",DRUGS - ILLEGAL,"WC,TX",D,05/12/2017,15,2,45,INSTALLED AND USED,,,,,,,,,,,,,,,
MASSACHUSETTS,MIDDLESEX,2017-9,"BILLINGS,","RYAN,",DRUGS - ILLEGAL,"WC,TX",D,03/30/2017,15,5,90,INSTALLED AND USED,,,,,,,,,,,,,,,
MASSACHUSETTS,MIDDLESEX,2017-10,"BILLINGS,","RYAN,",DRUGS - ILLEGAL,"WC,TX",D,05/03/2017,15,1,30,INSTALLED AND USED,,,,,,,,,,,,,,,
MASSACHUSETTS,SUFFOLK,2017-1,SULLIVAN,LEE,DRUGS - ILLEGAL,"WC,EE,TX,AP","D,R",09/18/2017,15,6,105,INSTALLED AND USED,105,403,"1,968","42,351","16,013",,,32,,,,,,,
MISSISSIPPI,NESHOBA,2016-1,COTTON,KILGORE,NARCOTICS,"WC,TX",D,02/09/2016,30,1,60,INSTALLED AND USED,56,80,154,"4,506","2,110","35,700","11,000",,,,,,,,
MISSISSIPPI,Pike,2016-1,STRONG,BATES,NARCOTICS,"WC,TX",D,03/01/2016,16,0,30,INSTALLED AND USED,16,268,156,"4,296",593,"18,900","11,000",,,,,,,,
MISSISSIPPI,Pike,2016-2,STRONG,BATES,NARCOTICS,"WC,TX",D,03/15/2016,8,0,30,INSTALLED AND USED,8,,,,,"15,540","11,000",9,,,,,,,
MISSISSIPPI,Pike,2016-3,STRONG,BATES,NARCOTICS,"WC,TX",D,03/18/2016,6,0,30,INSTALLED AND USED,6,402,53,"2,412",214,"14,700","11,000",9,,,,,,,
MISSISSIPPI,Pike,2016-4,STRONG,BATES,NARCOTICS,"WC,TX",D,03/21/2016,11,0,11,INSTALLED AND USED,11,38,22,428,170,"16,800","11,000",9,,,,,,,
MISSISSIPPI,Pike,2016-5,STRONG,BATES,NARCOTICS,"WC,TX",D,03/31/2016,2,0,2,INSTALLED AND USED,2,15,5,31,,"11,840","11,000",9,,,,,,,
MISSISSIPPI,Pike,2016-6,STRONG,BATES,NARCOTICS,"WC,TX",D,04/01/2016,15,0,15,INSTALLED AND USED,15,82,32,"1,240",384,"18,480","11,000",9,,,,,,,
MISSISSIPPI,Pike,2016-7,STRONG,BATES,NARCOTICS,"WC,TX",D,04/14/2016,20,0,20,INSTALLED AND USED,20,50,28,"1,015",324,"20,580","11,000",9,,,,,,,
MISSISSIPPI,Pike,2016-8,STRONG,BATES,NARCOTICS,"WC,TX",D,05/03/2016,1,0,1,INSTALLED AND USED,1,20,2,20,8,"11,420","11,000",9,,,,,,,
MISSISSIPPI,Pike,2016-9,STRONG,BATES,NARCOTICS,"WC,TX",D,05/04/2016,17,0,17,INSTALLED AND USED,17,48,31,828,301,"19,319","11,000",9,,,,,,,
NEBRASKA,DOUGLAS,2017-1,RANDALL,KLEINE,DRUGS - ILLEGAL,"WC,TX",D,02/28/2017,30,0,30,INSTALLED AND USED,21,100,15,"2,108",399,"32,000","2,000",,,,,,,,
NEBRASKA,DOUGLAS,2017-2,RANDALL,KLEINE,DRUGS - ILLEGAL,"WC,TX",D,11/08/2017,30,0,30,INSTALLED AND USED,29,112,29,"3,264",340,"32,000","2,000",2,,,,,,,
NEVADA,CLARK,2016-251,ISRAEL,WOLFSON,NARCOTICS,"WC,TX",D,01/04/2016,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2016-252,ISRAEL,WOLFSON,NARCOTICS,WC,D,02/18/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2016-253,ISRAEL,WOLFSON,NARCOTICS,WC,D,01/28/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2016-254,ISRAEL,WOLFSON,NARCOTICS,WC,D,11/17/2015,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2016-255,SCOTTI,WOLFSON,NARCOTICS,WC,D,01/15/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2016-256,ISRAEL,WOLFSON,NARCOTICS,WC,D,02/10/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2016-257,ISRAEL,WOLFSON,NARCOTICS,WC,D,02/03/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2016-258,ISRAEL,WOLFSON,NARCOTICS,WC,D,02/03/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2016-259,ISRAEL,WOLFSON,NARCOTICS,WC,D,02/03/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2016-260,ISRAEL,WOLFSON,NARCOTICS,WC,D,02/22/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2016-261,ISRAEL,WOLFSON,NARCOTICS,"WC,TX",D,01/22/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2016-262,ISRAEL,WOLFSON,NARCOTICS,WC,D,01/26/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2016-265,ISRAEL,WOLFSON,NARCOTICS,WC,D,02/18/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
NEVADA,CLARK,2017-1,ALLF,WOLFSON,NARCOTICS,WC,D,11/03/2016,30,1,60,INSTALLED AND USED,60,14,57,894,305,"41,391","2,400",0,0,0,0,0,0,,
NEVADA,CLARK,2017-2,ALLF,WOLFSON,NARCOTICS,WC,D,12/09/2016,30,0,30,INSTALLED AND USED,30,7,45,210,74,"27,200",700,0,0,0,0,0,1,,
NEVADA,CLARK,2017-3,ALLF,WOLFSON,MURDER,WC,D,12/29/2016,30,0,30,INSTALLED AND USED,3,,27,,,"6,600","1,500",0,0,0,0,0,0,,
NEVADA,CLARK,2017-4,ALLF,WOLFSON,NARCOTICS,WC,D,12/15/2016,30,0,30,INSTALLED AND USED,30,2,9,67,33,"1,500","1,500",0,0,0,0,0,0,,
NEVADA,CLARK,2017-5,ALLF,WOLFSON,NARCOTICS,WC,D,12/15/2016,30,0,30,INSTALLED AND USED,30,3,13,112,64,"1,000","1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-6,ALLF,WOLFSON,NARCOTICS,WC,D,12/20/2016,30,1,60,INSTALLED AND USED,30,,,,,"27,785",600,,,,,,,,RELATED TO NO. 2017-8
NEVADA,CLARK,2017-7,ALLF,WOLFSON,NARCOTICS,WC,D,12/29/2016,30,0,30,INSTALLED AND USED,30,9,38,297,183,"1,500","1,500",0,0,0,0,0,0,,
NEVADA,CLARK,2017-8,ALLF,WOLFSON,NARCOTICS,WC,D,01/18/2017,30,0,30,INSTALLED AND USED,14,,,,,"29,225",600,3,0,,,,3,,
NEVADA,CLARK,2017-9,ALLF,WOLFSON,NARCOTICS,WC,D,01/03/2017,30,0,30,INSTALLED AND USED,30,6,24,189,50,,,0,0,0,0,0,0,,
NEVADA,CLARK,2017-10,ALLF,WOLFSON,NARCOTICS,WC,D,01/24/2017,30,0,30,INSTALLED AND USED,10,,,,,"8,900",900,0,,,,,,,
NEVADA,CLARK,2017-11,ALLF,WOLFSON,NARCOTICS,WC,D,01/09/2017,30,2,90,INSTALLED AND USED,30,5,21,156,38,"26,500","1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-12,ALLF,WOLFSON,NARCOTICS,WC,D,01/10/2017,30,0,30,INSTALLED AND USED,30,6,69,201,32,,"1,700",0,0,0,0,0,0,,
NEVADA,CLARK,2017-13,SCOTTI,WOLFSON,MURDER,WC,D,02/16/2017,30,0,30,INSTALLED AND USED,2,18,4,36,0,,,0,0,0,0,0,0,,
NEVADA,CLARK,2017-14,SCOTTI,WOLFSON,MURDER,WC,D,02/08/2017,30,0,30,INSTALLED AND USED,2,18,4,36,0,,,0,0,0,0,0,0,,
NEVADA,CLARK,2017-15,THOMPSON,WOLFSON,MURDER,WC,D,02/01/2017,30,0,30,INSTALLED AND USED,15,13,11,197,0,,,0,0,,,,0,,
NEVADA,CLARK,2017-16,STURMAN,WOLFSON,NARCOTICS,WC,D,01/26/2017,30,0,30,INSTALLED AND USED,30,8,23,253,103,,625,2,0,0,0,0,1,,
NEVADA,CLARK,2017-17,ALLF,WOLFSON,NARCOTICS,WC,D,01/27/2017,30,0,30,INSTALLED AND USED,30,11,22,356,196,"26,500","1,000",1,0,0,0,0,1,,
NEVADA,CLARK,2017-18,ALLF,WOLFSON,NARCOTICS,WC,D,01/27/2017,30,0,30,INSTALLED AND USED,30,3,11,112,29,"1,000","1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-19,ISRAEL,DRINKWATER,NARCOTICS,"WC,OM,TX",D,11/21/2016,30,2,90,INSTALLED AND USED,80,140,,"11,227",936,,,15,0,0,0,0,0,,
NEVADA,CLARK,2017-20,ISRAEL,WOLFSON,NARCOTICS,WC,D,02/03/2017,30,0,30,INSTALLED AND USED,30,12,22,376,212,"26,500","1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-21,ISRAEL,WOLFSON,NARCOTICS,WC,D,02/03/2017,30,0,30,INSTALLED AND USED,30,6,18,189,59,"1,000","1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-22,ISRAEL,WOLFSON,NARCOTICS,WC,D,02/03/2017,30,0,30,INSTALLED AND USED,30,8,21,248,116,"1,500","1,500",2,0,0,0,0,2,,
NEVADA,CLARK,2017-23,ISRAEL,WOLFSON,NARCOTICS,WC,D,02/07/2017,30,0,30,INSTALLED AND USED,30,16,86,493,35,"27,283",700,0,0,0,0,0,0,,
NEVADA,CLARK,2017-24,ISRAEL,WOLFSON,NARCOTICS,WC,D,02/07/2017,30,0,30,INSTALLED AND USED,30,17,45,539,29,"32,253","1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-25,STURMAN,WOLFSON,NARCOTICS,WC,D,02/08/2017,30,1,60,INSTALLED AND USED,30,7,11,225,103,"1,000","1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-26,JOHNSON,WOLFSON,NARCOTICS,WC,D,02/10/2017,30,0,30,INSTALLED AND USED,30,12,35,364,40,,700,1,0,0,0,0,1,,
NEVADA,CLARK,2017-27,ALLF,WOLFSON,NARCOTICS,WC,D,02/22/2017,30,0,30,INSTALLED AND USED,30,6,11,193,89,"1,500","1,500",0,0,0,0,0,0,,
NEVADA,CLARK,2017-28,ALLF,WOLFSON,NARCOTICS,WC,D,02/22/2017,30,0,30,INSTALLED AND USED,30,18,48,542,248,"1,500","1,500",1,0,0,0,0,1,,
NEVADA,CLARK,2017-29,ISRAEL,WOLFSON,NARCOTICS,WC,D,02/28/2017,30,0,30,INSTALLED AND USED,30,8,89,253,48,"27,534","1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-30,ALLF,HICKS,DRUGS - ILLEGAL,WC,D,02/16/2017,14,1,44,INSTALLED AND USED,44,371,,"16,356","3,390",,,10,0,0,0,0,0,,
NEVADA,CLARK,2017-31,ALLF,HICKS,DRUGS - ILLEGAL,WC,D,02/16/2017,14,1,44,INSTALLED AND USED,44,371,,"16,356","3,390",,,10,0,0,0,0,0,,
NEVADA,CLARK,2017-32,ALLF,WOLFSON,NARCOTICS,WC,D,03/02/2017,30,0,30,INSTALLED AND USED,30,7,19,224,96,"1,000","1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-33,ISRAEL,WOLFSON,NARCOTICS,WC,D,03/03/2017,30,0,30,INSTALLED AND USED,30,4,8,125,37,"1,500","1,500",1,0,0,0,0,1,,
NEVADA,CLARK,2017-34,ISRAEL,WOLFSON,NARCOTICS,WC,D,03/06/2017,30,0,30,INSTALLED AND USED,30,6,35,184,29,,700,0,0,0,0,0,0,,
NEVADA,CLARK,2017-35,ISRAEL,WOLFSON,NARCOTICS,WC,D,03/08/2017,30,0,30,INSTALLED AND USED,30,3,8,109,37,"26,500","1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-36,ISRAEL,WOLFSON,NARCOTICS,WC,D,03/09/2017,30,0,30,INSTALLED AND USED,30,3,18,97,28,"31,284",700,0,0,0,0,0,0,,
NEVADA,CLARK,2017-37,ISRAEL,WOLFSON,NARCOTICS,WC,D,03/08/2017,30,0,30,INSTALLED AND USED,30,12,22,361,198,"27,000","1,500",2,0,0,0,0,2,,
NEVADA,CLARK,2017-38,ISRAEL,DRINKWATER,NARCOTICS,"WC,OM,TX",D,03/28/2017,30,0,30,INSTALLED AND USED,11,54,,599,94,,,15,0,0,0,0,0,,
NEVADA,CLARK,2017-39,ISRAEL,HICKS,DRUGS - ILLEGAL,WC,D,03/28/2017,30,0,30,INSTALLED AND USED,11,54,,599,94,,,15,,,,,,,
NEVADA,CLARK,2017-40,KEPHART,WOLFSON,NARCOTICS,WC,D,03/14/2017,30,0,30,INSTALLED AND USED,30,10,89,302,103,,"1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-41,ISRAEL,HICKS,DRUGS - ILLEGAL,WC,D,03/08/2017,30,0,30,INSTALLED AND USED,30,96,,"2,894",119,,,1,0,0,0,0,0,,
NEVADA,CLARK,2017-42,STURMAN,WOLFSON,NARCOTICS,WC,D,03/20/2017,30,0,30,INSTALLED AND USED,30,2,6,64,24,"1,000","1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-43,WIESE,WOLFSON,NARCOTICS,WC,D,03/21/2017,30,0,30,INSTALLED AND USED,30,,,,,"25,700","1,700",1,0,,,,0,,
NEVADA,CLARK,2017-44,ALLF,WOLFSON,NARCOTICS,WC,D,03/21/2017,30,0,30,INSTALLED AND USED,30,11,41,357,217,"26,500","1,000",2,0,0,0,0,2,,
NEVADA,CLARK,2017-45,ISRAEL,WOLFSON,NARCOTICS,WC,D,03/28/2017,30,0,30,INSTALLED AND USED,30,11,47,335,201,"26,500","1,000",2,0,0,0,0,2,,
NEVADA,CLARK,2017-46,ISRAEL,WOLFSON,NARCOTICS,WC,D,03/28/2017,30,0,30,INSTALLED AND USED,30,11,24,336,214,"27,000","1,500",3,0,0,0,0,3,,
NEVADA,CLARK,2017-47,STURMAN,WOLFSON,NARCOTICS,WC,D,04/06/2017,30,0,30,INSTALLED AND USED,30,6,11,186,67,"1,500","1,500",1,0,0,0,0,1,,
NEVADA,CLARK,2017-48,STURMAN,WOLFSON,NARCOTICS,WC,D,04/06/2017,30,0,30,INSTALLED AND USED,30,4,9,127,48,"27,000","1,500",0,0,0,0,0,0,,
NEVADA,CLARK,2017-49,ALLF,WOLFSON,NARCOTICS,WC,D,05/18/2017,30,0,30,INSTALLED AND USED,30,7,27,237,112,"27,000","1,500",3,0,0,0,0,3,,
NEVADA,CLARK,2017-50,ISRAEL,WOLFSON,NARCOTICS,WC,D,05/05/2017,30,0,30,INSTALLED AND USED,21,,,,,"18,140","1,340",1,0,,,,1,,
NEVADA,CLARK,2017-51,ALLF,WOLFSON,NARCOTICS,WC,D,04/27/2017,30,0,30,INSTALLED AND USED,30,2,6,87,55,"26,500","1,500",4,0,0,0,0,4,,
NEVADA,CLARK,2017-52,ALLF,WOLFSON,NARCOTICS,WC,D,04/27/2017,30,0,30,INSTALLED AND USED,30,7,23,219,137,"1,500","1,500",6,0,0,0,0,6,,
NEVADA,CLARK,2017-53,ALLF,WOLFSON,NARCOTICS,WC,D,04/27/2017,30,0,30,INSTALLED AND USED,30,12,25,362,327,"26,500","1,500",8,0,0,0,0,8,,
NEVADA,CLARK,2017-54,ALLF,WOLFSON,NARCOTICS,WC,D,05/09/2017,30,0,30,INSTALLED AND USED,30,19,87,597,368,"1,000","1,000",5,0,0,0,0,5,,
NEVADA,CLARK,2017-55,ALLF,WOLFSON,NARCOTICS,WC,D,05/09/2017,30,0,30,INSTALLED AND USED,30,40,78,"1,202",443,"30,000","30,000",2,0,,,,,,
NEVADA,CLARK,2017-56,ALLF,WOLFSON,NARCOTICS,WC,D,05/18/2017,30,0,30,INSTALLED AND USED,30,3,11,113,36,"1,500","1,500",2,0,0,0,0,2,,
NEVADA,CLARK,2017-57,JONES,WOLFSON,NARCOTICS,WC,D,05/24/2017,30,0,30,INSTALLED AND USED,30,40,78,"1,202",443,,"30,000",2,,,,,,,
NEVADA,CLARK,2017-58,JONES,WOLFSON,NARCOTICS,WC,D,05/24/2017,30,0,30,INSTALLED AND USED,30,40,78,"1,202",443,,"30,000",2,0,,,,,,
NEVADA,CLARK,2017-59,ALLF,WOLFSON,NARCOTICS,WC,D,06/05/2017,30,0,30,INSTALLED AND USED,30,21,33,657,327,"26,500","1,500",13,0,0,0,0,9,,
NEVADA,CLARK,2017-60,JOHNSON,WOLFSON,NARCOTICS,WC,D,06/27/2017,30,0,30,INSTALLED AND USED,30,7,18,221,68,,"1,500",,,,,,,,
NEVADA,CLARK,2017-61,ALLF,WOLFSON,NARCOTICS,WC,D,06/29/2017,30,0,30,INSTALLED AND USED,30,18,32,554,109,"26,000","1,000",8,0,0,0,0,8,,
NEVADA,CLARK,2017-62,ALLF,WOLFSON,NARCOTICS,WC,D,06/29/2017,30,0,30,INSTALLED AND USED,30,3,12,117,61,"1,500","1,500",9,0,0,0,0,9,,
NEVADA,CLARK,2017-63,ALLF,WOLFSON,NARCOTICS,WC,D,05/09/2017,30,2,90,INSTALLED AND USED,90,9,38,851,452,"53,000","3,000",8,0,0,0,0,8,,
NEVADA,CLARK,2017-64,ISRAEL,WOLFSON,NARCOTICS,WC,D,07/13/2017,30,0,30,INSTALLED AND USED,30,3,16,112,38,"26,000","1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-65,ISRAEL,WOLFSON,NARCOTICS,WC,D,08/11/2017,30,0,30,INSTALLED AND USED,19,17,41,337,48,"29,267","1,700",,,,,,,,
NEVADA,CLARK,2017-66,ISRAEL,WOLFSON,NARCOTICS,WC,D,08/22/2017,30,0,30,INSTALLED AND USED,19,17,41,337,48,"29,267","1,700",,,,,,,,
NEVADA,CLARK,2017-67,ISRAEL,WOLFSON,NARCOTICS,WC,D,08/02/2017,30,0,30,INSTALLED AND USED,22,6,11,137,83,,"1,000",3,,,,,,,
NEVADA,CLARK,2017-68,ISRAEL,WOLFSON,NARCOTICS,WC,D,07/27/2017,30,0,30,INSTALLED AND USED,30,21,48,632,368,"25,850",850,6,0,0,0,0,6,,
NEVADA,CLARK,2017-69,ISRAEL,WOLFSON,NARCOTICS,WC,D,07/27/2017,30,0,30,INSTALLED AND USED,30,13,62,397,257,,"1,500",7,,,,,,,
NEVADA,CLARK,2017-70,ISRAEL,WOLFSON,NARCOTICS,WC,D,07/27/2017,30,0,30,INSTALLED AND USED,30,13,62,397,257,,"1,500",7,,,,,,,
NEVADA,CLARK,2017-71,ISRAEL,WOLFSON,NARCOTICS,WC,D,07/27/2017,30,0,30,INSTALLED AND USED,30,11,42,339,189,"26,500","1,500",1,,,,,,,
NEVADA,CLARK,2017-72,ISRAEL,WOLFSON,NARCOTICS,WC,D,08/02/2017,30,0,30,INSTALLED AND USED,30,4,11,127,63,"26,000","1,000",6,,,,,,,
NEVADA,CLARK,2017-73,ISRAEL,WOLFSON,NARCOTICS,WC,D,07/27/2017,30,0,30,INSTALLED AND USED,30,4,11,127,63,"26,000","1,000",6,,,,,,,
NEVADA,CLARK,2017-74,ISRAEL,WOLFSON,NARCOTICS,WC,D,08/11/2017,30,0,30,INSTALLED AND USED,27,23,26,626,88,"29,123",625,,,,,,,,
NEVADA,CLARK,2017-75,CROCKETT,WOLFSON,NARCOTICS,WC,D,08/29/2017,30,0,30,INSTALLED AND USED,15,,,,,"13,100","1,100",5,0,,,,0,,
NEVADA,CLARK,2017-76,ALLF,WOLFSON,NARCOTICS,WC,D,08/15/2017,30,0,30,INSTALLED AND USED,30,9,22,291,127,"26,500","1,500",3,,0,0,0,3,,
NEVADA,CLARK,2017-77,ALLF,WOLFSON,NARCOTICS,WC,D,08/15/2017,30,0,30,INSTALLED AND USED,30,4,9,148,99,"26,500","1,500",1,0,0,0,0,1,,
NEVADA,CLARK,2017-78,ISRAEL,WOLFSON,NARCOTICS,WC,D,08/22/2017,30,0,30,INSTALLED AND USED,22,57,84,"1,275",105,"29,266","1,700",,,,,,,,
NEVADA,CLARK,2017-79,ALLF,WOLFSON,NARCOTICS,WC,D,08/15/2017,30,0,30,INSTALLED AND USED,30,4,3,121,61,"26,500","1,500",1,0,0,0,0,1,,
NEVADA,CLARK,2017-80,CROCKETT,WOLFSON,NARCOTICS,WC,D,09/01/2017,30,0,30,INSTALLED AND USED,21,,,,,"18,140","1,340",2,2,,,,2,,
NEVADA,CLARK,2017-81,CROCKETT,WOLFSON,NARCOTICS,WC,D,08/02/2017,30,1,60,INSTALLED AND USED,52,,,,,"44,430","2,830",0,,,,,0,,
NEVADA,CLARK,2017-82,ISRAEL,WOLFSON,NARCOTICS,WC,D,08/30/2017,30,0,30,INSTALLED AND USED,29,36,83,"1,053",160,"30,198","1,700",,,,,,,,
NEVADA,CLARK,2017-83,ISRAEL,WOLFSON,NARCOTICS,WC,D,08/11/2017,30,0,30,INSTALLED AND USED,29,36,83,"1,053",160,"30,198","1,700",,,,,,,,
NEVADA,CLARK,2017-84,CROCKETT,WOLFSON,NARCOTICS,WC,D,04/11/2017,30,0,30,INSTALLED AND USED,11,,,,,"9,740",940,0,,,,,0,,
NEVADA,CLARK,2017-85,STURMAN,WOLFSON,NARCOTICS,WC,D,09/14/2017,30,0,30,INSTALLED AND USED,12,,,,,"10,580",980,5,0,,,,0,,
NEVADA,CLARK,2017-86,WIESE,WOLFSON,NARCOTICS,WC,D,08/30/2017,30,0,30,INSTALLED AND USED,30,8,167,267,96,"27,500","1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-87,VILLANI,WOLFSON,NARCOTICS,WC,D,08/31/2017,30,0,30,INSTALLED AND USED,29,16,37,486,324,"26,500","1,500",11,,0,0,0,1,,
NEVADA,CLARK,2017-88,ISRAEL,WOLFSON,NARCOTICS,WC,D,09/15/2017,30,0,30,INSTALLED AND USED,14,,,,,"12,260","1,060",5,0,,,,0,,
NEVADA,CLARK,2017-89,VILLANI,WOLFSON,NARCOTICS,WC,D,08/31/2017,30,0,30,INSTALLED AND USED,30,7,53,229,87,,"1,500",1,,0,0,0,1,,
NEVADA,CLARK,2017-90,VILLANI,WOLFSON,NARCOTICS,WC,D,08/31/2017,30,0,30,INSTALLED AND USED,30,7,53,229,87,,"1,500",1,,0,0,0,1,,
NEVADA,CLARK,2017-91,VILLANI,WOLFSON,NARCOTICS,WC,D,08/31/2017,30,0,30,INSTALLED AND USED,30,12,54,378,203,"1,500","1,500",0,0,0,0,0,0,,
NEVADA,CLARK,2017-92,ALLF,WOLFSON,NARCOTICS,WC,D,09/05/2017,30,0,30,INSTALLED AND USED,30,4,38,147,53,"26,350",700,2,0,0,0,0,1,,
NEVADA,CLARK,2017-93,JONES,WOLFSON,NARCOTICS,WC,D,09/07/2017,30,0,30,INSTALLED AND USED,30,11,283,331,84,"27,500","1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-94,WIESE,WOLFSON,NARCOTICS,WC,D,09/14/2017,30,0,30,INSTALLED AND USED,30,6,19,193,67,"26,000","1,000",4,0,0,0,0,4,,
NEVADA,CLARK,2017-95,ALLF,WOLFSON,NARCOTICS,WC,D,09/19/2017,30,0,30,INSTALLED AND USED,30,7,38,210,59,,,0,0,0,0,0,0,,
NEVADA,CLARK,2017-96,GONZALEZ,WOLFSON,NARCOTICS,WC,D,09/19/2017,30,0,30,INSTALLED AND USED,30,,,,,"25,700","1,700",5,0,,,,0,,
NEVADA,CLARK,2017-97,WIESE,WOLFSON,NARCOTICS,WC,D,09/21/2017,30,0,30,INSTALLED AND USED,30,4,9,139,63,"1,000","1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-98,WIESE,WOLFSON,NARCOTICS,WC,D,09/21/2017,30,0,30,INSTALLED AND USED,30,11,14,354,113,"1,000","1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-99,ALLF,WOLFSON,NARCOTICS,WC,D,09/25/2017,30,0,30,INSTALLED AND USED,30,,,,,"4,100","1,700",5,0,,,,0,,
NEVADA,CLARK,2017-100,STURMAN,WOLFSON,NARCOTICS,WC,D,10/04/2017,30,0,30,INSTALLED AND USED,30,9,19,277,101,"1,500","1,500",0,0,0,0,0,0,,
NEVADA,CLARK,2017-101,KEPHART,WOLFSON,FIREARMS,WC,D,10/23/2017,30,0,30,INSTALLED AND USED,21,,,,,"30,019","1,000",3,0,0,0,0,3,,
NEVADA,CLARK,2017-102,KEPHART,WOLFSON,NARCOTICS,WC,D,10/23/2017,30,0,30,INSTALLED AND USED,30,8,35,250,39,"30,019","1,000",0,0,0,0,0,0,,
NEVADA,CLARK,2017-103,ALLF,WOLFSON,NARCOTICS,WC,D,11/07/2017,30,0,30,INSTALLED AND USED,23,,,,,"19,820","1,420",5,0,,,,0,,
NEVADA,CLARK,2017-104,SCOTTI,WOLFSON,NARCOTICS,WC,D,11/09/2017,30,0,30,INSTALLED AND USED,23,,,,,"19,820","1,420",5,0,,,,0,,
NEVADA,CLARK,2017-105,STURMAN,WOLFSON,NARCOTICS,WC,D,10/04/2017,30,1,60,INSTALLED AND USED,60,7,49,433,287,"27,000","1,500",0,0,0,0,0,0,,
NEVADA,CLARK,2017-106,ALLF,WOLFSON,NARCOTICS,WC,D,11/07/2017,30,0,30,INSTALLED AND USED,30,,,,,"25,200","1,200",5,0,,,,0,,
NEVADA,CLARK,2017-107,ISRAEL,WOLFSON,NARCOTICS,WC,D,11/09/2017,30,0,30,INSTALLED AND USED,30,10,38,301,72,"29,803",700,0,0,0,0,0,0,,
NEVADA,CLARK,2017-108,WIESE,WOLFSON,NARCOTICS,WC,D,10/23/2017,30,1,60,INSTALLED AND USED,60,7,29,479,294,"26,500","1,000",3,0,0,0,0,3,,
