Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
"LOUISIANA, EASTERN",2017-44,MORGAN,BLANCO,DRUGS - ILLEGAL,"WC,TX",D,03/31/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-45,MORGAN,,DRUGS - ILLEGAL,"WC,TX",D,01/25/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-46,ENGELHARDT,,OTHER,WC,D,08/10/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-47,VANCE,DOWNING,CONSPIRACY,WC,D,05/04/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-48,FELDMAN,SWARTZ,DRUGS - ILLEGAL,WC,D,05/22/2017,10,3,40,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-49,ENGELHARDT,,DRUGS - ILLEGAL,WC,D,09/26/2017,20,0,20,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-50,ENGELHARDT,,OTHER,WC,D,10/02/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-51,BARBIER,,DRUGS - ILLEGAL,"WC,TX",D,07/21/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-52,VANCE,DOWNING,CONSPIRACY,WC,D,07/11/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, MIDDLE",2013-9,BRADY,,NARCOTICS,"WC,TX",D,06/27/2013,30,1,60,INSTALLED AND USED,58,0,0,0,0,"73,322","1,286",0,0,0,0,0,0,,
"LOUISIANA, MIDDLE",2016-16,JACKSON,,NARCOTICS,"WC,TX",D,01/21/2016,30,0,30,INSTALLED AND USED,30,0,0,0,0,"19,250",625,0,0,0,0,0,0,,
"LOUISIANA, MIDDLE",2016-17,BRADY,,NARCOTICS,"WC,TX",D,03/02/2016,30,0,30,INSTALLED AND USED,28,0,0,0,0,"26,075",625,0,0,0,0,0,0,,
"LOUISIANA, MIDDLE",2016-18,JACKSON,,NARCOTICS,"WC,TX",D,02/04/2016,30,1,60,INSTALLED AND USED,58,0,0,0,0,"45,970","1,240",0,0,0,0,0,0,,
"LOUISIANA, MIDDLE",2016-19,JACKSON,,NARCOTICS,WC,D,07/15/2016,30,1,60,INSTALLED AND USED,60,0,0,0,0,"60,950",950,0,0,0,0,0,0,,
"LOUISIANA, MIDDLE",2016-20,JACKSON,,NARCOTICS,WC,D,10/19/2016,30,1,60,INSTALLED AND USED,60,51,20,"3,080",300,"243,936","1,500",0,0,0,0,0,0,,RELATED TO NO. 2015-3
"LOUISIANA, MIDDLE",2016-21,JACKSON,,NARCOTICS,WC,D,11/17/2016,30,0,30,INSTALLED AND USED,30,48,9,"1,449",0,0,0,0,0,0,0,0,0,RELATED TO NO. 2016-20,RELATED TO NO. 2015-3
"LOUISIANA, MIDDLE",2017-8,DICK,,NARCOTICS,WC,D,12/07/2016,30,0,30,INSTALLED AND USED,30,0,0,0,0,0,0,0,0,0,0,0,0,RELATED TO NO. 2016-20,RELATED TO NO. 2015-3
"LOUISIANA, MIDDLE",2017-9,BRADY,,NARCOTICS,"WC,TX",D,04/11/2017,30,0,30,INSTALLED AND USED,30,47,14,"1,413",346,"25,502",475,0,0,0,0,0,0,,RELATED TO NO. 2017-10
"LOUISIANA, MIDDLE",2017-10,JACKSON,,NARCOTICS,"WC,TX",D,05/11/2017,30,1,60,INSTALLED AND USED,60,23,14,"1,413",346,"52,285",950,0,0,0,0,0,0,,
"LOUISIANA, MIDDLE",2017-11,JACKSON,,NARCOTICS,WC,D,06/22/2017,30,1,60,INSTALLED AND USED,60,111,41,"6,711",1,"61,006","1,214",4,0,0,0,0,0,,
"LOUISIANA, WESTERN",2015-59,HAIK,,NARCOTICS,"WC,TX",D,08/04/2015,30,1,60,INSTALLED AND USED,48,111,136,"5,346",665,"60,866","1,250",0,0,0,0,0,0,,RELATED TO NO. 2015-33
"LOUISIANA, WESTERN",2016-43,HICKS JR,,NARCOTICS,WC,D,07/13/2016,30,0,30,INSTALLED AND USED,28,68,27,"1,919",1,"44,205","1,500",11,0,0,0,0,0,,
"LOUISIANA, WESTERN",2016-44,"HICKS, JR.",,NARCOTICS,"WC,TX",D,08/03/2016,30,0,30,INSTALLED AND USED,30,8,6,254,152,"14,735",625,0,0,0,0,0,0,,RELATED TO NO. 2016-45
"LOUISIANA, WESTERN",2016-45,FOOTE,,NARCOTICS,"WC,TX",D,08/25/2016,30,0,30,INSTALLED AND USED,14,26,6,376,127,"17,135",625,5,0,0,0,0,0,,
"LOUISIANA, WESTERN",2016-46,"TRIMBLE, JR.",,NARCOTICS,WC,D,08/26/2016,30,0,30,INSTALLED AND USED,30,25,10,754,72,"37,885",625,2,0,0,0,0,0,,
"LOUISIANA, WESTERN",2016-47,DRELL,,NARCOTICS,WC,D,10/12/2016,30,0,30,INSTALLED AND USED,30,21,11,630,0,"40,462","1,500",0,0,0,0,0,0,,RELATED TO NO. 2013-21
"LOUISIANA, WESTERN",2016-48,"TRIMBLE, JR.",,NARCOTICS,"WC,TX",D,10/13/2016,30,0,30,INSTALLED AND USED,30,63,68,"1,915",38,"15,695","1,250",0,0,0,0,0,0,,
"LOUISIANA, WESTERN",2016-49,DRELL,,NARCOTICS,WC,D,09/26/2016,30,1,60,INSTALLED AND USED,60,56,40,"3,405",1,0,0,0,0,0,0,0,0,RELATED TO NO. 2016-20,RELATED TO NO. 2015-7
"LOUISIANA, WESTERN",2016-50,DRELL,,NARCOTICS,WC,D,12/01/2016,30,0,30,INSTALLED AND USED,30,28,29,840,0,"41,670","1,500",0,0,0,0,0,0,,RELATED TO NO. 2013-21
"LOUISIANA, WESTERN",2017-10,"TRIMBLE, JR.",,NARCOTICS,"WC,TX",D,12/09/2016,30,0,30,INSTALLED AND USED,30,23,79,710,51,"38,560","1,300",0,0,0,0,0,0,,
"LOUISIANA, WESTERN",2017-11,DRELL,,NARCOTICS,WC,D,04/06/2017,30,0,30,INSTALLED AND USED,30,93,32,"2,804",1,"67,722","3,000",3,0,0,0,0,0,,
"LOUISIANA, WESTERN",2017-12,DRELL,,NARCOTICS,"WC,OO",D,05/03/2017,30,0,30,INSTALLED AND USED,30,53,55,"1,607",0,"41,423","1,500",11,0,0,0,0,0,,
"LOUISIANA, WESTERN",2017-13,DRELL,,NARCOTICS,WC,D,05/23/2017,30,0,30,INSTALLED AND USED,30,55,35,"1,676",0,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11
"LOUISIANA, WESTERN",2017-14,DRELL,,NARCOTICS,WC,D,05/23/2017,30,0,30,INSTALLED AND USED,30,25,17,776,0,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11
"LOUISIANA, WESTERN",2017-15,DRELL,,NARCOTICS,WC,D,06/02/2017,30,0,30,INSTALLED AND USED,30,44,29,"1,340",1,"43,117","1,500",0,0,0,0,0,0,,RELATED TO NO. 2017-12
"LOUISIANA, WESTERN",2017-16,DRELL,,NARCOTICS,"WC,TX",D,04/28/2017,30,1,60,INSTALLED AND USED,60,208,283,"12,482",278,"101,413","5,900",3,0,0,0,0,0,,
"LOUISIANA, WESTERN",2017-17,DOHERTY,,NARCOTICS,WC,D,08/23/2017,30,0,30,INSTALLED AND USED,30,19,23,588,0,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11
"LOUISIANA, WESTERN",2017-18,WALTER,,NARCOTICS,"WC,WS",D,10/24/2017,30,0,30,INSTALLED AND USED,30,4,14,149,0,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11
"LOUISIANA, WESTERN",2017-19,MILLER,DOWNING,CONSPIRACY,"WC,TX",D,08/21/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, WESTERN",2017-20,HARMON,DOWNING,CONSPIRACY,"WC,TX",D,05/17/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, WESTERN",2017-21,BENNETT,HULSER,CONSPIRACY,WC,D,10/05/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, WESTERN",2017-22,LAKE,BLANCO,OTHER,"WC,TX",D,04/10/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, WESTERN",2017-23,"HICKS, JR.",HULSER,CONSPIRACY,"WC,TX",D,09/28/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MAINE,2017-1,LEVY,,$LAUNDERING,WS,H,03/14/2017,30,0,30,INSTALLED AND USED,30,27,28,821,192,"34,309",0,0,0,0,0,0,0,,RELATED TO NO. 2017-2
MAINE,2017-2,LEVY,,$LAUNDERING,WC,D,03/03/2017,30,1,60,INSTALLED AND USED,60,41,107,"2,480",379,"74,987","1,030",0,0,0,0,0,0,,
MAINE,2017-3,LEVY,,GAMBLING,WS,H,03/14/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MAINE,2017-4,SINGAL,,DRUGS - ILLEGAL,"WC,TX",D,05/30/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2010-36,CHASANOW,,NARCOTICS,WC,D,11/17/2010,30,0,30,INSTALLED AND USED,30,0,6,14,14,0,0,0,0,0,0,0,0,RELATED TO NO. 2010-37,RELATED TO NO. 2010-37
MARYLAND,2010-37,CHASANOW,,NARCOTICS,WC,D,10/21/2010,30,1,60,INSTALLED AND USED,60,17,208,"1,060","1,060","43,263","3,270",23,1,0,0,0,23,,
MARYLAND,2011-42,CHASANOW,,NARCOTICS,WC,D,03/03/2011,30,0,30,INSTALLED AND USED,30,18,109,550,550,0,0,0,0,0,0,0,0,RELATED TO NO. 2010-37,RELATED TO NO. 2010-37
MARYLAND,2011-43,CHASANOW,,NARCOTICS,WC,D,04/22/2011,30,0,30,INSTALLED AND USED,30,7,17,218,171,0,0,0,0,0,0,0,0,RELATED TO NO. 2010-37,RELATED TO NO. 2010-37
MARYLAND,2013-55,WILLIAMS,,NARCOTICS,WC,D,02/07/2013,30,0,30,INSTALLED AND USED,14,0,0,0,0,"28,718","2,000",0,0,0,0,0,0,,
MARYLAND,2013-56,CHASANOW,,NARCOTICS,"WC,TX",D,02/08/2013,30,0,30,INSTALLED AND USED,28,0,0,0,0,"36,601","1,825",0,0,0,0,0,0,,
MARYLAND,2013-57,GRIMM,,NARCOTICS,"WC,TX",D,02/14/2013,30,0,30,INSTALLED AND USED,30,0,0,0,0,"42,428","5,168",0,0,0,0,0,0,,RELATED TO NO. 2013-58
MARYLAND,2013-58,GRIMM,,NARCOTICS,WC,D,03/08/2013,30,1,60,INSTALLED AND USED,46,0,0,0,0,"59,711","2,375",9,0,0,1,0,9,,
MARYLAND,2013-59,CHASANOW,,NARCOTICS,"WC,TX",D,03/15/2013,30,1,60,INSTALLED AND USED,59,0,0,0,0,"57,107","5,503",0,0,0,0,0,0,,
MARYLAND,2014-130,BREDAR,,NARCOTICS,WC,D,04/15/2014,30,0,30,INSTALLED AND USED,30,10,18,316,316,"34,065","1,735",0,0,0,0,0,0,,
MARYLAND,2014-131,GRIMM,,NARCOTICS,WC,D,01/10/2014,30,4,150,INSTALLED AND USED,150,18,292,"2,722","2,495",0,0,0,0,0,0,0,0,RELATED TO NO. 2013-50,RELATED TO NO. 2013-50
MARYLAND,2014-132,BENNETT,,BRIBERY,WC,D,10/03/2014,30,1,60,INSTALLED AND USED,56,58,166,"3,285",379,"90,898","2,018",0,0,0,0,0,0,,
MARYLAND,2016-115,HAZEL,,NARCOTICS,"WC,TX",D,02/16/2016,30,0,30,INSTALLED AND USED,15,64,47,969,7,"20,230","1,600",1,0,0,0,0,0,,
MARYLAND,2016-116,MESSITTE,,NARCOTICS,"WC,TX",D,03/07/2016,30,0,30,INSTALLED AND USED,30,0,0,0,0,"27,516","1,750",0,0,0,0,0,0,,RELATED TO NO. 2016-117
MARYLAND,2016-117,MESSITTE,,NARCOTICS,"WC,TX",D,02/04/2016,30,1,60,INSTALLED AND USED,60,0,0,0,0,"54,482","2,950",12,0,0,0,0,0,,
MARYLAND,2016-118,BENNETT,,NARCOTICS,"WC,TX",D,03/22/2016,30,0,30,INSTALLED AND USED,29,56,78,"1,651",361,"38,860","1,600",7,0,0,0,1,0,,
MARYLAND,2016-119,BENNETT,,NARCOTICS,"WC,TX",D,03/07/2016,30,1,60,INSTALLED AND USED,59,137,213,"8,116","3,776","79,575","5,055",0,0,0,0,0,0,,RELATED TO NO. 2016-118
MARYLAND,2016-120,TITUS,,NARCOTICS,WC,D,04/20/2016,30,0,30,INSTALLED AND USED,30,123,137,"3,690","2,380",0,0,0,0,0,0,0,0,RELATED TO NO. 2016-79,RELATED TO NO. 2016-79
MARYLAND,2016-121,MESSITTE,,NARCOTICS,"WC,TX",D,04/26/2016,30,0,30,INSTALLED AND USED,30,0,0,0,0,"18,448","1,700",0,0,0,0,0,0,,RELATED TO NO. 2016-117
MARYLAND,2016-122,MESSITTE,,NARCOTICS,"WC,TX",D,05/13/2016,30,0,30,INSTALLED AND USED,30,0,0,0,0,"38,960","1,700",0,0,0,0,0,0,,RELATED TO NO. 2016-117
MARYLAND,2016-123,GRIMM,,NARCOTICS,"WC,TX",D,04/19/2016,30,1,60,INSTALLED AND USED,60,31,223,"1,898","1,286","60,000","2,400",0,0,0,0,0,0,,RELATED TO NO. 2016-125
MARYLAND,2016-124,BLAKE,,NARCOTICS,"WC,TX",D,06/30/2016,30,0,30,INSTALLED AND USED,30,9,58,296,1,"40,732","3,400",2,0,0,0,0,0,,
MARYLAND,2016-125,GRIMM,,NARCOTICS,"WC,TX",D,03/18/2016,30,4,150,INSTALLED AND USED,150,0,0,0,0,"204,751","10,600",14,0,0,0,0,0,,
MARYLAND,2016-126,GRIMM,,NARCOTICS,WC,D,08/10/2016,30,0,30,INSTALLED AND USED,30,458,62,"13,758","1,118","50,813","4,660",1,0,0,0,0,0,,
MARYLAND,2016-127,MOTZ,,NARCOTICS,"WC,TX",D,08/30/2016,30,0,30,INSTALLED AND USED,30,53,73,"1,610",34,"38,960","1,700",0,0,0,0,0,0,,
MARYLAND,2016-128,MOTZ,,NARCOTICS,WC,D,07/21/2016,30,1,60,INSTALLED AND USED,30,0,0,0,0,"38,550","1,290",6,0,0,0,0,6,,
MARYLAND,2016-129,TITUS,,NARCOTICS,"WC,TX",D,09/12/2016,30,0,30,INSTALLED AND USED,30,23,15,700,390,"39,760","2,500",0,0,0,0,0,0,,
MARYLAND,2016-130,BENNETT,,NARCOTICS,"WC,TX",D,10/25/2016,30,0,30,INSTALLED AND USED,30,33,26,990,656,"39,760","2,500",0,0,0,0,0,0,,
MARYLAND,2016-131,MESSITTE,,NARCOTICS,"WC,WS",D,11/14/2016,30,0,30,INSTALLED AND USED,30,13,11,390,390,0,0,0,0,0,0,0,0,RELATED TO NO. 2016-77,RELATED TO NO. 2016-77
MARYLAND,2016-132,BENNETT,,NARCOTICS,"WC,TX",D,11/15/2016,30,0,30,INSTALLED AND USED,30,37,15,"1,120",833,"39,760","2,500",9,0,0,0,0,5,,
MARYLAND,2016-154,TITUS,O'BRIEN,CONSPIRACY,"WC,TX",D,06/21/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2016-156,TITUS,O'BRIEN,CONSPIRACY,"WC,TX",D,04/20/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2016-157,TITUS,O'BRIEN,CONSPIRACY,"WC,TX",D,04/20/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2016-159,BENNETT,BLANCO,CONSPIRACY,"WC,TX",D,10/26/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2016-160,TITUS,DOWNING,CONSPIRACY,"WC,TX",D,09/30/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2016-161,TITUS,DOWNING,CONSPIRACY,"WC,TX",D,09/16/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2016-163,TITUS,O'BRIEN,CONSPIRACY,"WC,TX",D,06/21/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2016-164,BENNETT,SUH,CONSPIRACY,"WC,TX",D,11/17/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2016-165,TITUS,O'BRIEN,CONSPIRACY,"WC,TX",D,08/10/2016,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-31,MOTZ,,NARCOTICS,"WC,TX",D,09/13/2016,30,2,90,INSTALLED AND USED,90,35,53,"3,150","2,670","75,256","7,880",0,0,0,0,0,0,,RELATED TO NO. 2017-35
MARYLAND,2017-32,MOTZ,,NARCOTICS,"WC,TX",D,11/04/2016,30,1,60,INSTALLED AND USED,60,81,190,"4,877","1,997","47,544","3,640",4,0,0,0,0,4,,
MARYLAND,2017-33,TITUS,,NARCOTICS,WC,D,12/22/2016,30,0,30,INSTALLED AND USED,30,108,86,"3,246",960,0,0,0,0,0,0,0,0,RELATED TO NO. 2016-79,RELATED TO NO. 2016-79
MARYLAND,2017-34,GRIMM,,NARCOTICS,WC,D,09/19/2016,30,3,120,INSTALLED AND USED,119,63,41,"7,579",831,"100,841","8,645",0,0,0,0,0,0,,RELATED TO NO. 2016-126
MARYLAND,2017-35,MOTZ,,NARCOTICS,"WC,TX",D,12/02/2016,30,1,60,INSTALLED AND USED,58,93,243,"5,446","2,552","48,661","3,960",16,0,0,4,0,0,,
MARYLAND,2017-36,BLAKE,,NARCOTICS,"WC,TX",D,02/08/2017,30,0,30,INSTALLED AND USED,15,22,21,342,211,"15,400","1,750",0,0,0,0,0,0,,
MARYLAND,2017-37,MOTZ,,NARCOTICS,WC,D,02/13/2017,30,0,30,INSTALLED AND USED,14,1,6,22,4,"11,623","2,200",0,0,0,0,0,0,,
MARYLAND,2017-38,BREDAR,,NARCOTICS,WC,R,11/29/2016,30,2,90,INSTALLED AND USED,90,19,36,"1,756","1,503","217,214","5,415",5,0,0,0,0,1,,
MARYLAND,2017-39,BLAKE,,NARCOTICS,"WC,TX",D,03/03/2017,30,0,30,INSTALLED AND USED,30,58,53,"1,757",420,"39,253","3,450",0,0,0,0,0,0,,
MARYLAND,2017-40,BLAKE,,NARCOTICS,"WC,TX",D,01/11/2017,30,2,90,INSTALLED AND USED,90,174,241,"15,722","4,202","199,980","5,100",8,0,0,0,0,0,,
MARYLAND,2017-41,BLAKE,,NARCOTICS,"WC,TX",D,04/03/2017,30,0,30,INSTALLED AND USED,30,13,22,402,381,"16,623","1,750",0,0,0,0,0,0,,
MARYLAND,2017-42,CHUANG,,NARCOTICS,"WC,TX",D,04/04/2017,30,0,30,INSTALLED AND USED,30,90,20,"2,700","2,000","37,910",650,0,0,0,0,0,0,,
MARYLAND,2017-43,MOTZ,,NARCOTICS,"WC,TX",D,04/13/2017,30,0,30,INSTALLED AND USED,22,0,0,0,0,"28,024",700,0,0,0,0,0,0,,
MARYLAND,2017-44,HOLLANDER,,NARCOTICS,WC,D,12/21/2016,30,4,150,INSTALLED AND USED,150,155,224,"23,294","19,082","488,408","18,428",10,0,0,0,0,0,,
MARYLAND,2017-45,BLAKE,,NARCOTICS,"WC,TX",D,05/10/2017,30,0,30,INSTALLED AND USED,27,33,77,892,343,"43,173","3,450",11,0,0,0,0,0,,
MARYLAND,2017-46,BREDAR,,NARCOTICS,WC,R,04/26/2017,30,3,120,INSTALLED AND USED,120,26,81,"3,224","2,244","469,475","5,871",0,0,0,0,0,0,,RELATED TO NO. 2017-38
MARYLAND,2017-49,TITUS,O'BRIEN,CONSPIRACY,"WC,TX",D,12/22/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-50,CHUANG,,CONSPIRACY,"WC,TX",D,05/10/2017,30,1,40,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-51,CHUANG,,CONSPIRACY,"WC,TX",D,04/05/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-53,MESSITTE,,CONSPIRACY,"WC,TX",D,09/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-56,MESSITTE,~NA,CONSPIRACY,"WC,TX",D,11/13/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-60,BENNETT,DOWNING,CONSPIRACY,"WC,TX",D,10/29/2016,30,4,150,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-64,GRIMM,DOWNING,CONSPIRACY,"WC,TX",D,12/23/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-65,MOTZ,BLANCO,DRUGS - ILLEGAL,"WC,TX",D,09/15/2016,30,6,192,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-66,BOWEN,,MURDER,"WC,TX",D,04/10/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-67,BOWEN,,MURDER,"WC,TX",D,04/10/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MARYLAND,2017-68,BENNETT,SWARTZ,DRUGS - ILLEGAL,"WC,TX",D,07/07/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
MASSACHUSETTS,2012-63,O'TOOLE,,NARCOTICS,"WC,TX",D,04/05/2012,30,0,30,INSTALLED AND USED,30,0,0,0,0,"37,807","3,200",0,0,0,0,0,0,,
MASSACHUSETTS,2015-153,SOROKIN,,NARCOTICS,"WC,TX",D,04/28/2015,30,3,120,INSTALLED AND USED,120,34,96,"4,092","1,176","107,480","2,500",0,0,0,0,0,0,,RELATED TO NO. 2016-134
MASSACHUSETTS,2016-133,GORTON,,NARCOTICS,"WC,TX",D,02/09/2016,30,0,30,INSTALLED AND USED,30,464,74,"13,943","5,269","38,560","1,300",0,0,0,0,0,0,,RELATED TO NO. 2016-141
MASSACHUSETTS,2016-134,SOROKIN,,NARCOTICS,"WC,TX",D,02/26/2016,30,0,30,INSTALLED AND USED,30,3,17,114,49,"17,204","1,700",16,0,0,2,0,6,,
MASSACHUSETTS,2016-135,SOROKIN,,NARCOTICS,"WC,TX",D,01/22/2016,30,1,60,INSTALLED AND USED,57,46,76,"2,668",570,"56,682","2,500",0,0,0,0,0,0,,RELATED TO NO. 2016-134
MASSACHUSETTS,2016-136,CASPER,,NARCOTICS,"WC,TX",D,02/09/2016,30,1,60,INSTALLED AND USED,60,0,0,0,0,"55,575","1,250",14,0,0,0,0,0,,
MASSACHUSETTS,2016-137,CASPER,,NARCOTICS,"WC,TX",D,03/18/2016,30,0,30,INSTALLED AND USED,30,101,54,"3,034","1,090","28,791","1,700",10,0,0,0,0,0,,
MASSACHUSETTS,2016-138,MASTROIANNI,,NARCOTICS,"WC,TX",D,04/14/2016,30,0,30,INSTALLED AND USED,30,30,30,912,254,"28,791","1,700",0,0,0,0,0,0,,RELATED TO NO. 2016-148
MASSACHUSETTS,2016-139,CASPER,,NARCOTICS,WC,D,05/16/2016,30,0,30,INSTALLED AND USED,8,0,0,1,0,"8,021","1,700",0,0,0,0,0,0,,RELATED TO NO. 2016-137
MASSACHUSETTS,2016-140,GORTON,,NARCOTICS,"WC,TX",D,04/25/2016,30,0,30,INSTALLED AND USED,30,55,36,"1,677",341,"28,791","1,700",0,0,0,0,0,0,,RELATED TO NO. 2016-141
MASSACHUSETTS,2016-141,GORTON,,NARCOTICS,"WC,TX",D,05/31/2016,30,0,30,INSTALLED AND USED,5,558,29,"2,791",892,"27,716",625,8,0,0,0,0,0,,
MASSACHUSETTS,2016-142,CASPER,,NARCOTICS,"WC,TX",D,05/12/2016,30,0,30,INSTALLED AND USED,24,0,0,0,0,"26,838",650,0,0,0,0,0,0,,RELATED TO NO. 2016-136
MASSACHUSETTS,2016-143,MASTROIANNI,,NARCOTICS,"WC,TX",D,05/10/2016,30,0,30,INSTALLED AND USED,30,24,60,722,73,"28,534","1,300",0,0,0,0,0,0,,RELATED TO NO. 2016-148
MASSACHUSETTS,2016-144,GORTON,,NARCOTICS,"WC,TX",D,06/06/2016,30,0,30,INSTALLED AND USED,7,15,11,108,22,"8,694",0,0,0,0,0,0,0,,RELATED TO NO. 2016-141
MASSACHUSETTS,2016-145,MASTROIANNI,,NARCOTICS,"WC,TX",D,05/17/2016,30,2,90,INSTALLED AND USED,86,44,60,"3,866","1,208","87,273","6,000",0,0,0,0,0,0,,RELATED TO NO. 2016-148
MASSACHUSETTS,2016-146,HILLMAN,,NARCOTICS,"WC,TX",D,07/25/2016,30,0,30,INSTALLED AND USED,30,162,25,"4,867",995,"47,538","1,700",0,0,0,0,0,0,,
MASSACHUSETTS,2016-147,MASTROIANNI,,NARCOTICS,WC,"D,R",06/16/2016,30,2,90,INSTALLED AND USED,74,60,167,"4,502","1,792","107,908","16,000",0,0,0,0,0,0,,RELATED TO NO. 2016-148
MASSACHUSETTS,2016-148,MASTROIANNI,,NARCOTICS,"WC,TX",D,09/06/2016,30,0,30,INSTALLED AND USED,16,0,0,0,0,"16,614","4,000",20,0,0,0,0,0,,
MASSACHUSETTS,2016-149,HILLMAN,,NARCOTICS,"WC,TX",D,08/25/2016,30,0,30,INSTALLED AND USED,30,192,20,"5,763","1,332","17,491","1,700",0,0,0,0,0,0,,RELATED TO NO. 2016-151
MASSACHUSETTS,2016-150,HILLMAN,,NARCOTICS,TX,D,10/21/2016,30,0,30,INSTALLED AND USED,30,39,30,"1,190",93,,,0,0,0,0,0,0,RELATED TO NO. 2016-151,RELATED TO NO. 2016-151
MASSACHUSETTS,2016-151,HILLMAN,,NARCOTICS,"WC,TX",D,07/06/2016,30,3,120,INSTALLED AND USED,120,128,45,"15,435","2,039","133,039","5,350",1,0,0,0,0,0,,
MASSACHUSETTS,2017-22,GORTON,,KIDNAPPING,WC,D,04/10/2017,30,0,30,INSTALLED AND USED,30,48,34,"1,447",0,"213,746","4,840",0,0,0,0,0,0,,
MASSACHUSETTS,2017-23,HILLMAN,,NARCOTICS,"WC,TX",D,04/03/2017,30,1,60,INSTALLED AND USED,60,204,203,"12,259","6,471","42,124","3,050",14,0,0,0,0,0,,
MASSACHUSETTS,2017-24,HILLMAN,,NARCOTICS,"WC,TX",D,05/17/2017,30,0,30,INSTALLED AND USED,30,377,99,"11,312","1,641",,,0,0,0,0,0,0,RELATED TO NO. 2017-23,RELATED TO NO. 2017-23
MASSACHUSETTS,2017-25,GORTON,,KIDNAPPING,WC,D,06/01/2017,30,0,30,INSTALLED AND USED,30,44,48,"1,321",0,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-22,RELATED TO NO. 2017-22
