,Jurisdiction,A.O. Number,Judge,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related,year,month
1526,MARYLAND,2017-38,BREDAR,NARCOTICS,WC,R,2016-11-29,30.0,2.0,90.0,INSTALLED AND USED,90.0,19.0,36,"1,756","1,503",217214,"5,415",5.0,0.0,0.0,0.0,0.0,1.0,,,2016.0,11.0
1527,MARYLAND,2017-39,BLAKE,NARCOTICS,"WC,TX",D,2017-03-03,30.0,0.0,30.0,INSTALLED AND USED,30.0,58.0,53,"1,757",420,39253,"3,450",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,3.0
1528,MARYLAND,2017-40,BLAKE,NARCOTICS,"WC,TX",D,2017-01-11,30.0,2.0,90.0,INSTALLED AND USED,90.0,174.0,241,"15,722","4,202",199980,"5,100",8.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
1529,MARYLAND,2017-41,BLAKE,NARCOTICS,"WC,TX",D,2017-04-03,30.0,0.0,30.0,INSTALLED AND USED,30.0,13.0,22,402,381,16623,"1,750",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
1530,MARYLAND,2017-42,CHUANG,NARCOTICS,"WC,TX",D,2017-04-04,30.0,0.0,30.0,INSTALLED AND USED,30.0,90.0,20,"2,700","2,000",37910,650,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
1531,MARYLAND,2017-43,MOTZ,NARCOTICS,"WC,TX",D,2017-04-13,30.0,0.0,30.0,INSTALLED AND USED,22.0,0.0,0,0,0,28024,700,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
1532,MARYLAND,2017-44,HOLLANDER,NARCOTICS,WC,D,2016-12-21,30.0,4.0,150.0,INSTALLED AND USED,150.0,155.0,224,"23,294","19,082",488408,"18,428",10.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,12.0
1533,MARYLAND,2017-45,BLAKE,NARCOTICS,"WC,TX",D,2017-05-10,30.0,0.0,30.0,INSTALLED AND USED,27.0,33.0,77,892,343,43173,"3,450",11.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
1534,MARYLAND,2017-46,BREDAR,NARCOTICS,WC,R,2017-04-26,30.0,3.0,120.0,INSTALLED AND USED,120.0,26.0,81,"3,224","2,244",469475,"5,871",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-38,2017.0,4.0
1546,MASSACHUSETTS,2012-63,O'TOOLE,NARCOTICS,"WC,TX",D,2012-04-05,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,37807,"3,200",0.0,0.0,0.0,0.0,0.0,0.0,,,2012.0,4.0
1547,MASSACHUSETTS,2015-153,SOROKIN,NARCOTICS,"WC,TX",D,2015-04-28,30.0,3.0,120.0,INSTALLED AND USED,120.0,34.0,96,"4,092","1,176",107480,"2,500",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-134,2015.0,4.0
1548,MASSACHUSETTS,2016-133,GORTON,NARCOTICS,"WC,TX",D,2016-02-09,30.0,0.0,30.0,INSTALLED AND USED,30.0,464.0,74,"13,943","5,269",38560,"1,300",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-141,2016.0,2.0
1549,MASSACHUSETTS,2016-134,SOROKIN,NARCOTICS,"WC,TX",D,2016-02-26,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,17,114,49,17204,"1,700",16.0,0.0,0.0,2.0,0.0,6.0,,,2016.0,2.0
1550,MASSACHUSETTS,2016-135,SOROKIN,NARCOTICS,"WC,TX",D,2016-01-22,30.0,1.0,60.0,INSTALLED AND USED,57.0,46.0,76,"2,668",570,56682,"2,500",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-134,2016.0,1.0
1551,MASSACHUSETTS,2016-136,CASPER,NARCOTICS,"WC,TX",D,2016-02-09,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,55575,"1,250",14.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,2.0
1552,MASSACHUSETTS,2016-137,CASPER,NARCOTICS,"WC,TX",D,2016-03-18,30.0,0.0,30.0,INSTALLED AND USED,30.0,101.0,54,"3,034","1,090",28791,"1,700",10.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,3.0
1553,MASSACHUSETTS,2016-138,MASTROIANNI,NARCOTICS,"WC,TX",D,2016-04-14,30.0,0.0,30.0,INSTALLED AND USED,30.0,30.0,30,912,254,28791,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-148,2016.0,4.0
1554,MASSACHUSETTS,2016-139,CASPER,NARCOTICS,WC,D,2016-05-16,30.0,0.0,30.0,INSTALLED AND USED,8.0,0.0,0,1,0,8021,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-137,2016.0,5.0
1555,MASSACHUSETTS,2016-140,GORTON,NARCOTICS,"WC,TX",D,2016-04-25,30.0,0.0,30.0,INSTALLED AND USED,30.0,55.0,36,"1,677",341,28791,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-141,2016.0,4.0
1556,MASSACHUSETTS,2016-141,GORTON,NARCOTICS,"WC,TX",D,2016-05-31,30.0,0.0,30.0,INSTALLED AND USED,5.0,558.0,29,"2,791",892,27716,625,8.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,5.0
1557,MASSACHUSETTS,2016-142,CASPER,NARCOTICS,"WC,TX",D,2016-05-12,30.0,0.0,30.0,INSTALLED AND USED,24.0,0.0,0,0,0,26838,650,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-136,2016.0,5.0
1558,MASSACHUSETTS,2016-143,MASTROIANNI,NARCOTICS,"WC,TX",D,2016-05-10,30.0,0.0,30.0,INSTALLED AND USED,30.0,24.0,60,722,73,28534,"1,300",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-148,2016.0,5.0
1559,MASSACHUSETTS,2016-144,GORTON,NARCOTICS,"WC,TX",D,2016-06-06,30.0,0.0,30.0,INSTALLED AND USED,7.0,15.0,11,108,22,8694,0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-141,2016.0,6.0
1560,MASSACHUSETTS,2016-145,MASTROIANNI,NARCOTICS,"WC,TX",D,2016-05-17,30.0,2.0,90.0,INSTALLED AND USED,86.0,44.0,60,"3,866","1,208",87273,"6,000",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-148,2016.0,5.0
1561,MASSACHUSETTS,2016-146,HILLMAN,NARCOTICS,"WC,TX",D,2016-07-25,30.0,0.0,30.0,INSTALLED AND USED,30.0,162.0,25,"4,867",995,47538,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,7.0
1562,MASSACHUSETTS,2016-147,MASTROIANNI,NARCOTICS,WC,"D,R",2016-06-16,30.0,2.0,90.0,INSTALLED AND USED,74.0,60.0,167,"4,502","1,792",107908,"16,000",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-148,2016.0,6.0
1563,MASSACHUSETTS,2016-148,MASTROIANNI,NARCOTICS,"WC,TX",D,2016-09-06,30.0,0.0,30.0,INSTALLED AND USED,16.0,0.0,0,0,0,16614,"4,000",20.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
1564,MASSACHUSETTS,2016-149,HILLMAN,NARCOTICS,"WC,TX",D,2016-08-25,30.0,0.0,30.0,INSTALLED AND USED,30.0,192.0,20,"5,763","1,332",17491,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-151,2016.0,8.0
1565,MASSACHUSETTS,2016-150,HILLMAN,NARCOTICS,TX,D,2016-10-21,30.0,0.0,30.0,INSTALLED AND USED,30.0,39.0,30,"1,190",93,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-151,RELATED TO NO. 2016-151,2016.0,10.0
1566,MASSACHUSETTS,2016-151,HILLMAN,NARCOTICS,"WC,TX",D,2016-07-06,30.0,3.0,120.0,INSTALLED AND USED,120.0,128.0,45,"15,435","2,039",133039,"5,350",1.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,7.0
1567,MASSACHUSETTS,2017-22,GORTON,KIDNAPPING,WC,D,2017-04-10,30.0,0.0,30.0,INSTALLED AND USED,30.0,48.0,34,"1,447",0,213746,"4,840",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
1568,MASSACHUSETTS,2017-23,HILLMAN,NARCOTICS,"WC,TX",D,2017-04-03,30.0,1.0,60.0,INSTALLED AND USED,60.0,204.0,203,"12,259","6,471",42124,"3,050",14.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
1569,MASSACHUSETTS,2017-24,HILLMAN,NARCOTICS,"WC,TX",D,2017-05-17,30.0,0.0,30.0,INSTALLED AND USED,30.0,377.0,99,"11,312","1,641",,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-23,RELATED TO NO. 2017-23,2017.0,5.0
1570,MASSACHUSETTS,2017-25,GORTON,KIDNAPPING,WC,D,2017-06-01,30.0,0.0,30.0,INSTALLED AND USED,30.0,44.0,48,"1,321",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-22,RELATED TO NO. 2017-22,2017.0,6.0
1571,MASSACHUSETTS,2017-26,YOUNG,NARCOTICS,"WC,TX",D,2017-06-02,30.0,0.0,30.0,INSTALLED AND USED,30.0,12.0,65,372,209,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-12,RELATED TO NO. 2017-12,2017.0,6.0
1572,MASSACHUSETTS,2017-27,SAYLOR IV,NARCOTICS,WC,D,2017-06-15,30.0,2.0,90.0,INSTALLED AND USED,90.0,79.0,62,"7,149",493,272854,"9,935",1.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,6.0
1577,"MICHIGAN, EASTERN",2015-72,DRAIN,NARCOTICS,WC,D,2015-05-12,30.0,0.0,30.0,INSTALLED AND USED,27.0,0.0,0,0,0,27251,943,2.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,5.0
1578,"MICHIGAN, EASTERN",2016-70,COX,NARCOTICS,WC,D,2016-05-26,30.0,0.0,30.0,INSTALLED AND USED,14.0,9.0,15,130,56,13671,943,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,5.0
1579,"MICHIGAN, EASTERN",2016-71,BERG,CONSPIRACY,WC,D,2016-08-31,30.0,0.0,30.0,INSTALLED AND USED,30.0,60.0,213,"1,817",650,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-7,RELATED TO NO. 2017-7,2016.0,8.0
1580,"MICHIGAN, EASTERN",2016-72,COX,NARCOTICS,WC,D,2016-10-04,30.0,0.0,30.0,INSTALLED AND USED,30.0,10.0,13,328,69,24737,942,3.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
1581,"MICHIGAN, EASTERN",2017-5,LAWSON,NARCOTICS,"WC,TX",D,2016-12-21,30.0,0.0,30.0,INSTALLED AND USED,30.0,20.0,60,615,71,28836,"2,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,12.0
1582,"MICHIGAN, EASTERN",2017-6,DRAIN,CONSPIRACY,WC,D,2016-12-13,30.0,1.0,60.0,INSTALLED AND USED,60.0,50.0,42,"3,005",152,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-51,RELATED TO NO. 2016-51,2016.0,12.0
1583,"MICHIGAN, EASTERN",2017-7,BERG,CONSPIRACY,WC,D,2016-08-31,30.0,2.0,90.0,INSTALLED AND USED,90.0,26.0,131,"2,393",730,44801,799,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
1584,"MICHIGAN, EASTERN",2017-8,BERG,CONSPIRACY,WC,D,2017-03-10,30.0,0.0,30.0,INSTALLED AND USED,30.0,8.0,37,261,82,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-7,RELATED TO NO. 2017-7,2017.0,3.0
1585,"MICHIGAN, EASTERN",2017-9,MICHELSON,OTHER,WC,D,2017-03-31,30.0,0.0,30.0,INSTALLED AND USED,30.0,26.0,59,781,50,45748,"1,900",8.0,0.0,5.0,0.0,0.0,0.0,,,2017.0,3.0
1586,"MICHIGAN, EASTERN",2017-10,BERG,CONSPIRACY,WC,D,2017-04-20,30.0,0.0,30.0,INSTALLED AND USED,30.0,12.0,49,370,45,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-7,RELATED TO NO. 2017-7,2017.0,4.0
1587,"MICHIGAN, EASTERN",2017-11,TARNOW,NARCOTICS,WC,D,2017-05-17,30.0,2.0,90.0,INSTALLED AND USED,90.0,0.0,0,0,0,53808,"1,875",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
1596,"MICHIGAN, WESTERN",2016-1,JONKER,NARCOTICS,"WC,TX",D,2016-09-14,30.0,0.0,30.0,INSTALLED AND USED,30.0,239.0,184,"7,174",707,29900,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
1597,"MICHIGAN, WESTERN",2016-2,JONKER,NARCOTICS,"WC,TX",D,2016-10-06,30.0,0.0,30.0,INSTALLED AND USED,30.0,32.0,17,969,15,28200,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
1598,"MICHIGAN, WESTERN",2016-3,JONKER,NARCOTICS,"WC,TX",D,2016-10-20,30.0,0.0,30.0,INSTALLED AND USED,29.0,407.0,173,"11,825","1,061",30075,"1,875",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
1609,MINNESOTA,2014-24,NELSON,NARCOTICS,"WC,TX",D,2014-07-23,30.0,0.0,30.0,INSTALLED AND USED,26.0,0.0,0,0,0,27980,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,,2014.0,7.0
1610,MINNESOTA,2016-15,DOTY,NARCOTICS,"WC,TX,EO",D,2016-10-31,30.0,0.0,30.0,INSTALLED AND USED,30.0,95.0,130,"2,860",413,27695,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
1611,MINNESOTA,2017-3,FRANK,NARCOTICS,TX,D,2017-01-13,30.0,0.0,30.0,INSTALLED AND USED,7.0,0.0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-4,RELATED TO NO. 2017-4,2017.0,1.0
1612,MINNESOTA,2017-4,MONTGOMERY,NARCOTICS,WC,D,2016-12-27,30.0,0.0,30.0,INSTALLED AND USED,22.0,96.0,75,"2,132",423,21286,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-3,2016.0,12.0
1613,MINNESOTA,2017-5,MONTGOMERY,NARCOTICS,WC,-99,2016-12-20,30.0,0.0,30.0,INSTALLED AND USED,30.0,328.0,75,"9,857","2,415",45252,160,7.0,0.0,0.0,0.0,0.0,1.0,,,2016.0,12.0
1620,"MISSISSIPPI, NORTHERN",2016-15,DAVIDSON,NARCOTICS,"WC,TX",D,2016-10-18,30.0,0.0,30.0,INSTALLED AND USED,25.0,272.0,146,"6,817",277,32917,625,1.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
1621,"MISSISSIPPI, NORTHERN",2017-2,BIGGERS,NARCOTICS,"WC,TX",D,2017-01-23,30.0,0.0,30.0,INSTALLED AND USED,22.0,231.0,95,"5,097",884,29074,"1,750",3.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
1622,"MISSISSIPPI, NORTHERN",2017-3,DAVIDSON,NARCOTICS,"WC,TX",D,2017-05-17,30.0,0.0,30.0,INSTALLED AND USED,28.0,163.0,47,"4,564",299,29918,850,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
1623,"MISSISSIPPI, NORTHERN",2017-4,DAVIDSON,NARCOTICS,"WC,TX",D,2017-06-09,30.0,2.0,90.0,INSTALLED AND USED,90.0,356.0,226,"32,064","11,841",74464,"3,750",6.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,6.0
1626,"MISSISSIPPI, SOUTHERN",2015-77,"JORDAN, III",NARCOTICS,"WC,TX",D,2015-04-16,30.0,0.0,30.0,INSTALLED AND USED,10.0,12.0,26,121,0,13445,"1,025",0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,4.0
1627,"MISSISSIPPI, SOUTHERN",2015-78,WINGATE,NARCOTICS,"WC,TX","D,R",2015-07-10,30.0,0.0,30.0,INSTALLED AND USED,22.0,139.0,125,"3,069",812,18850,"2,050",0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,7.0
1628,"MISSISSIPPI, SOUTHERN",2015-79,"JORDAN, III",NARCOTICS,"WC,TX",D,2015-08-28,30.0,0.0,30.0,INSTALLED AND USED,29.0,76.0,94,"2,214",381,1025,"1,025",0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,8.0
1629,"MISSISSIPPI, SOUTHERN",2015-80,WINGATE,NARCOTICS,"WC,TX",D,2015-08-25,30.0,1.0,60.0,INSTALLED AND USED,57.0,37.0,146,"2,125",615,36125,"2,525",0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,8.0
1630,"MISSISSIPPI, SOUTHERN",2015-81,"JORDAN, III",NARCOTICS,"WC,TX",D,2015-09-16,30.0,0.0,30.0,INSTALLED AND USED,24.0,0.0,9,23,0,27293,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,9.0
1631,"MISSISSIPPI, SOUTHERN",2015-82,REEVES,NARCOTICS,"WC,TX",D,2015-10-19,30.0,0.0,30.0,INSTALLED AND USED,23.0,41.0,39,950,157,28605,"1,025",0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,10.0
1632,"MISSISSIPPI, SOUTHERN",2016-65,"JORDAN, III",NARCOTICS,WC,R,2016-10-13,30.0,0.0,30.0,INSTALLED AND USED,30.0,6.0,8,186,24,177761,625,1.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
1633,"MISSISSIPPI, SOUTHERN",2016-66,"JORDAN, III",NARCOTICS,WC,R,2016-11-03,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,2,90,10,178614,625,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-65,2016.0,11.0
1634,"MISSISSIPPI, SOUTHERN",2017-9,OZERDEN,NARCOTICS,WC,R,2017-04-18,30.0,0.0,30.0,INSTALLED AND USED,30.0,252.0,48,"7,578",862,132014,"1,600",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
1649,"MISSOURI, EASTERN",2012-89,FLESSIG,NARCOTICS,WC,D,2012-02-28,30.0,0.0,30.0,INSTALLED AND USED,13.0,3.0,21,50,40,16815,60,0.0,0.0,0.0,0.0,0.0,1.0,,,2012.0,2.0
1650,"MISSOURI, EASTERN",2012-90,WEBER,NARCOTICS,WC,D,2012-03-23,30.0,1.0,60.0,INSTALLED AND USED,60.0,9.0,110,556,334,0,0,25.0,1.0,40.0,25.0,0.0,25.0,,,2012.0,3.0
1651,"MISSOURI, EASTERN",2012-91,SIPPEL,NARCOTICS,WC,D,2012-07-25,30.0,1.0,60.0,INSTALLED AND USED,60.0,7.0,100,449,0,615,615,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-90,2012.0,7.0
1652,"MISSOURI, EASTERN",2015-115,WHITE,NARCOTICS,WC,D,2015-01-22,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,11940,60,0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,1.0
1653,"MISSOURI, EASTERN",2015-116,JACKSON,NARCOTICS,WC,D,2015-02-12,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,11880,0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-115,2015.0,2.0
1654,"MISSOURI, EASTERN",2015-117,FLEISSIG,NARCOTICS,WC,D,2015-11-13,30.0,0.0,30.0,INSTALLED AND USED,30.0,28.0,11,858,43,34513,30,0.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,11.0
1655,"MISSOURI, EASTERN",2016-125,ROSS,NARCOTICS,"WC,TX",D,2016-07-29,30.0,0.0,30.0,INSTALLED AND USED,20.0,37.0,58,745,557,26160,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,7.0
1656,"MISSOURI, EASTERN",2016-126,JACKSON,NARCOTICS,"WC,TX",D,2016-09-23,30.0,0.0,30.0,INSTALLED AND USED,12.0,11.0,22,132,127,5749,625,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
1657,"MISSOURI, EASTERN",2016-127,JACKSON,NARCOTICS,WC,D,2016-09-08,30.0,0.0,30.0,INSTALLED AND USED,30.0,17.0,43,521,203,25051,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
1658,"MISSOURI, EASTERN",2016-128,REAGAN,NARCOTICS,WC,D,2016-09-06,30.0,0.0,30.0,INSTALLED AND USED,30.0,167.0,90,"5,038",574,27242,"1,700",7.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
1659,"MISSOURI, EASTERN",2016-129,JACKSON,FRAUD,WC,D,2016-09-23,30.0,0.0,30.0,INSTALLED AND USED,30.0,71.0,71,"2,156",0,13960,300,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
1660,"MISSOURI, EASTERN",2016-130,AUTREY,FRAUD,WC,D,2016-11-07,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-129,RELATED TO NO. 2016-129,2016.0,11.0
1661,"MISSOURI, EASTERN",2017-13,PERRY,NARCOTICS,"WC,TX",D,2016-12-28,30.0,1.0,60.0,INSTALLED AND USED,60.0,15.0,97,944,835,53654,"2,900",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,12.0
1662,"MISSOURI, EASTERN",2017-14,REAGAN,NARCOTICS,"WC,TX",D,2017-02-01,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,13,96,83,15998,775,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
1663,"MISSOURI, EASTERN",2017-15,PERRY,$LAUNDERING,"WC,TX",D,2016-12-13,30.0,2.0,90.0,INSTALLED AND USED,73.0,140.0,,"10,249",,1096350,"7,425",,,,,,,,,2016.0,12.0
1664,"MISSOURI, EASTERN",2017-16,JACKSON,NARCOTICS,"WC,TX",D,2017-02-10,30.0,0.0,30.0,INSTALLED AND USED,25.0,62.0,104,"1,551","1,464",18726,775,1.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
1665,"MISSOURI, EASTERN",2017-17,JACKSON,NARCOTICS,"WC,TX",D,2017-02-17,30.0,0.0,30.0,INSTALLED AND USED,30.0,22.0,14,668,155,38035,775,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
1666,"MISSOURI, EASTERN",2017-18,ROSS,DRUGS - ILLEGAL,"WC,TX",D,2017-03-03,30.0,0.0,30.0,INSTALLED AND USED,30.0,82.0,,"2,486",,1096350,"7,425",,,,,,,,,2017.0,3.0
1667,"MISSOURI, EASTERN",2017-19,ROSS,NARCOTICS,"WC,TX",D,2017-03-07,30.0,0.0,30.0,INSTALLED AND USED,30.0,19.0,6,595,419,25248,"1,600",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,3.0
1668,"MISSOURI, EASTERN",2017-20,PERRY,NARCOTICS,"WC,TX",D,2017-04-04,30.0,0.0,30.0,INSTALLED AND USED,30.0,47.0,74,"1,414",949,25232,"1,600",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
1669,"MISSOURI, EASTERN",2017-21,JACKSON,NARCOTICS,"WC,TX",D,2017-02-06,30.0,2.0,90.0,INSTALLED AND USED,87.0,60.0,266,"5,298","2,385",46727,"3,425",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
1670,"MISSOURI, EASTERN",2017-22,PERRY,NARCOTICS,"WC,TX",D,2017-04-05,30.0,0.0,30.0,INSTALLED AND USED,29.0,25.0,28,753,244,41172,775,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
1671,"MISSOURI, EASTERN",2017-23,WHITE,NARCOTICS,"WC,TX",D,2017-01-30,30.0,2.0,90.0,INSTALLED AND USED,89.0,42.0,243,"3,786","1,353",123699,"2,500",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
1672,"MISSOURI, EASTERN",2017-24,AUTREY,DRUGS - ILLEGAL,"WC,TX",D,2016-11-04,30.0,5.0,180.0,INSTALLED AND USED,170.0,220.0,528,"37,407",,1096350,"7,425",34.0,,,,,,,,2016.0,11.0
1673,"MISSOURI, EASTERN",2017-25,PERRY,NARCOTICS,"WC,TX",D,2017-04-25,30.0,0.0,30.0,INSTALLED AND USED,30.0,7.0,32,212,99,25172,"1,600",7.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
1674,"MISSOURI, EASTERN",2017-26,AUTREY,NARCOTICS,WC,D,2017-04-27,30.0,0.0,30.0,INSTALLED AND USED,30.0,120.0,165,"3,603",331,27610,510,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
1675,"MISSOURI, EASTERN",2017-27,FLESSIG,NARCOTICS,WC,D,2017-06-13,30.0,0.0,30.0,INSTALLED AND USED,6.0,0.0,0,0,0,2790,605,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-26,2017.0,6.0
1676,"MISSOURI, EASTERN",2017-28,AUTREY,NARCOTICS,"WC,TX",D,2017-05-03,30.0,1.0,60.0,INSTALLED AND USED,58.0,118.0,274,"6,864","3,954",74367,"1,275",3.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
1677,"MISSOURI, EASTERN",2017-29,FLEISSIG,NARCOTICS,"WC,TX",D,2017-06-16,30.0,0.0,30.0,INSTALLED AND USED,30.0,16.0,56,496,276,24836,"1,551",5.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,6.0
1678,"MISSOURI, EASTERN",2017-30,AUTREY,NARCOTICS,"WC,TX",D,2017-05-17,30.0,1.0,60.0,INSTALLED AND USED,60.0,440.0,294,"26,409","12,034",79053,"1,550",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
1679,"MISSOURI, EASTERN",2017-31,REAGAN,NARCOTICS,TX,D,2017-06-30,30.0,1.0,60.0,INSTALLED AND USED,30.0,15.0,20,453,172,92026,"7,629",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,6.0
1731,"MISSOURI, WESTERN",2016-24,MURGUIA,NARCOTICS,"WC,TX",D,2016-11-07,30.0,0.0,30.0,INSTALLED AND USED,27.0,1.0,9,41,40,28031,"2,000",4.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,11.0
1732,"MISSOURI, WESTERN",2016-25,HARPOOL,NARCOTICS,"WC,TX",D,2016-11-28,30.0,0.0,30.0,INSTALLED AND USED,30.0,323.0,170,"9,694","4,250",14498,"1,250",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,11.0
1735,"MISSOURI, WESTERN",2017-3,HARPOOL,NARCOTICS,"WC,TX",D,2017-01-05,30.0,0.0,30.0,INSTALLED AND USED,30.0,122.0,86,"3,662","1,851",14191,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
